name,orf_name,chr,start,end,length,strand,orf_class,ontology
LIP5,YOR196C,15,715594.0,716838.0,1244.0,-,Verified,"GO:0005739,GO:0009105,GO:0017140"
MCA1,YOR197W,15,717087.0,718385.0,1298.0,+,Verified,"GO:0006915,GO:0005634,GO:0030693"
BFR1,YOR198C,15,718654.0,720066.0,1412.0,-,Verified,"GO:0007126,GO:0007088,GO:0005844,GO:0042175,GO:0003723,GO:0030529,GO:0016071"
YOR199W,YOR199W,15,720182.0,720511.0,329.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YOR200W,YOR200W,15,720418.0,720816.0,398.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
MRM1,YOR201C,15,720471.0,721709.0,1238.0,-,Verified,"GO:0000154,GO:0005739,GO:0008989"
HIS3,YOR202W,15,721947.0,722609.0,662.0,+,Verified,"GO:0004424,GO:0000105,GO:0005575"
YOR203W,YOR203W,15,722566.0,722919.0,353.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
DED1,YOR204W,15,722912.0,724726.0,1814.0,+,Verified,"GO:0003724,GO:0006413,GO:0005737,GO:0008380"
LRC5,YOR205C,15,725565.0,727235.0,1670.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005739"
NOC2,YOR206W,15,727513.0,729645.0,2132.0,+,Verified,"GO:0005634,GO:0003674,GO:0042255,GO:0000054,GO:0005739,GO:0030690,GO:0030691,GO:0042254"
RET1,YOR207C,15,730009.0,733458.0,3449.0,-,Verified,"GO:0006383,GO:0005666,GO:0003899"
PTP2,YOR208W,15,733926.0,736178.0,2252.0,+,Verified,"GO:0000173,GO:0007231,GO:0004725,GO:0005634,GO:0006470,GO:0000750"
NPT1,YOR209C,15,736438.0,737727.0,1289.0,-,Verified,"GO:0006348,GO:0005634,GO:0004516,GO:0000183,GO:0019358,GO:0001302"
RPB10,YOR210W,15,738321.0,738533.0,212.0,+,Verified,"GO:0005666,GO:0005736,GO:0006360,GO:0006366,GO:0006383,GO:0005665,GO:0003899"
MGM1,YOR211C,15,738925.0,741570.0,2645.0,-,Verified,"GO:0007005,GO:0005758,GO:0000002,GO:0008053,GO:0003924,GO:0005739"
STE4,YOR212W,15,742911.0,744182.0,1271.0,+,Verified,"GO:0005886,GO:0005834,GO:0000750,GO:0005937,GO:0001403,GO:0004871,GO:0031684"
SAS5,YOR213C,15,744536.0,745282.0,746.0,-,Verified,"GO:0016407,GO:0006348,GO:0000784,GO:0000790,GO:0004406"
YOR214C,YOR214C,15,745594.0,746304.0,710.0,-,Uncharacterized,"GO:0009277,GO:0003674,GO:0008150"
AIM41,YOR215C,15,746726.0,747283.0,557.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005739"
RUD3,YOR216C,15,747526.0,748980.0,1454.0,-,Verified,"GO:0006888,GO:0005794,GO:0003674"
RFC1,YOR217W,15,749302.0,751887.0,2585.0,+,Verified,"GO:0006298,GO:0006281,GO:0005663,GO:0006272,GO:0003689,GO:0000278"
YOR218C,YOR218C,15,751477.0,751896.0,419.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
STE13,YOR219C,15,752215.0,755010.0,2795.0,-,Verified,"GO:0005802,GO:0004177,GO:0007323"
RCN2,YOR220W,15,755329.0,756126.0,797.0,+,Uncharacterized,"GO:0008150,GO:0005737,GO:0003674"
MCT1,YOR221C,15,756477.0,757559.0,1082.0,-,Verified,"GO:0006631,GO:0004314,GO:0005739,GO:0009060"
ODC2,YOR222W,15,758331.0,759254.0,923.0,+,Verified,"GO:0006839,GO:0005743,GO:0005739,GO:0005310"
YOR223W,YOR223W,15,759783.0,760661.0,878.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
RPB8,YOR224C,15,760826.0,761266.0,440.0,-,Verified,"GO:0005665,GO:0006360,GO:0006366,GO:0006383,GO:0005666,GO:0005736,GO:0003899"
YOR225W,YOR225W,15,761393.0,761722.0,329.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
ISU2,YOR226C,15,761615.0,762085.0,470.0,-,Verified,"GO:0006879,GO:0005759,GO:0016226,GO:0003674"
YOR227W,YOR227W,15,762826.0,766566.0,3740.0,+,Verified,"GO:0008150,GO:0003674,GO:0005737,GO:0005739,GO:0005840"
YOR228C,YOR228C,15,766870.0,767778.0,908.0,-,Verified,"GO:0008150,GO:0003674,GO:0005739,GO:0005741"
WTM2,YOR229W,15,768410.0,769813.0,1403.0,+,Verified,"GO:0006974,GO:0010552,GO:0005634,GO:0040020,GO:0003714,GO:0043565,GO:0016563,GO:0016566"
WTM1,YOR230W,15,770801.0,772114.0,1313.0,+,Verified,"GO:0005634,GO:0040020,GO:0003714,GO:0006606,GO:0016566,GO:0010552,GO:0016563"
MKK1,YOR231W,15,772602.0,774128.0,1526.0,+,Verified,"GO:0004708,GO:0007165,GO:0006468,GO:0005934"
YOR231C-A,YOR231C-A,15,773164.0,773364.0,200.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MGE1,YOR232W,15,774574.0,775260.0,686.0,+,Verified,"GO:0005759,GO:0005739,GO:0030150,GO:0001405,GO:0051082,GO:0001671,GO:0042026"
KIN4,YOR233W,15,775847.0,778249.0,2402.0,+,Verified,"GO:0005938,GO:0005816,GO:0005935,GO:0031578,GO:0004674,GO:0006468"
RPL33B,YOR234C,15,778556.0,779406.0,850.0,-,Verified,"GO:0003735,GO:0022625,GO:0006412"
IRC13,YOR235W,15,779871.0,780185.0,314.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
DFR1,YOR236W,15,780907.0,781542.0,635.0,+,Verified,"GO:0005829,GO:0004146,GO:0006760"
HES1,YOR237W,15,781995.0,783299.0,1304.0,+,Verified,"GO:0008142,GO:0005575,GO:0005498,GO:0015918,GO:0006897,GO:0030011,GO:0006887"
YOR238W,YOR238W,15,783678.0,784589.0,911.0,+,Uncharacterized,"GO:0003674,GO:0005737,GO:0008150"
ABP140,YOR239W,15,784858.0,786745.0,1887.0,+,Verified,"GO:0005884,GO:0030036,GO:0008757,GO:0030674,GO:0051015"
MET7,YOR241W,15,786996.0,788642.0,1646.0,+,Verified,"GO:0004326,GO:0005739,GO:0005737,GO:0006730,GO:0000723"
SSP2,YOR242C,15,788743.0,789858.0,1115.0,-,Verified,"GO:0003674,GO:0005619,GO:0030476,GO:0030437"
PUS7,YOR243C,15,790212.0,792242.0,2030.0,-,Verified,"GO:0009982,GO:0006400,GO:0040031,GO:0042254,GO:0005634,GO:0031120"
ESA1,YOR244W,15,792532.0,793869.0,1337.0,+,Verified,"GO:0051726,GO:0016573,GO:0006357,GO:0006354,GO:0035267,GO:0006281,GO:0032777,GO:0043166"
DGA1,YOR245C,15,794077.0,795333.0,1256.0,-,Verified,"GO:0019915,GO:0004144,GO:0005811,GO:0019432"
YOR246C,YOR246C,15,795802.0,796794.0,992.0,-,Uncharacterized,"GO:0005811,GO:0016491,GO:0008150"
SRL1,YOR247W,15,797677.0,798309.0,632.0,+,Verified,"GO:0006139,GO:0003674,GO:0005737,GO:0009277,GO:0005934,GO:0000324"
YOR248W,YOR248W,15,798014.0,798316.0,302.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
APC5,YOR249C,15,798675.0,800732.0,2057.0,-,Verified,"GO:0004842,GO:0007091,GO:0008054,GO:0005515,GO:0000022,GO:0006333,GO:0031145,GO:0016567,GO:0000070,GO:0005680"
CLP1,YOR250C,15,800971.0,802308.0,1337.0,-,Verified,"GO:0005849,GO:0006379,GO:0006378,GO:0003723,GO:0031124"
YOR251C,YOR251C,15,802551.0,803465.0,914.0,-,Uncharacterized,"GO:0008150,GO:0004792,GO:0005737"
TMA16,YOR252W,15,803668.0,804204.0,536.0,+,Verified,"GO:0003674,GO:0008150,GO:0005634,GO:0005840"
NAT5,YOR253W,15,804378.0,804908.0,530.0,+,Verified,"GO:0022626,GO:0031415,GO:0006474,GO:0004596"
SEC63,YOR254C,15,805033.0,807024.0,1991.0,-,Verified,"GO:0005789,GO:0005739,GO:0006614,GO:0031207,GO:0006620,GO:0046967,GO:0008565,GO:0031204"
OSW1,YOR255W,15,807272.0,808108.0,836.0,+,Verified,"GO:0030476,GO:0005628,GO:0003674,GO:0030437"
TRE2,YOR256C,15,808254.0,810683.0,2429.0,-,Verified,"GO:0003674,GO:0005575,GO:0006511"
CDC31,YOR257W,15,811008.0,811493.0,485.0,+,Verified,"GO:0005200,GO:0007020,GO:0007103,GO:0005643,GO:0005825,GO:0043161,GO:0000111"
HNT3,YOR258W,15,811671.0,812324.0,653.0,+,Verified,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
RPT4,YOR259C,15,812395.0,813708.0,1313.0,-,Verified,"GO:0006511,GO:0005634,GO:0008540,GO:0016887,GO:0004175"
GCD1,YOR260W,15,813984.0,815720.0,1736.0,+,Verified,"GO:0005851,GO:0005085,GO:0006446,GO:0032045,GO:0003743"
RPN8,YOR261C,15,815915.0,816931.0,1016.0,-,Verified,"GO:0006511,GO:0008541,GO:0003674"
YOR262W,YOR262W,15,817291.0,818334.0,1043.0,+,Verified,"GO:0005737,GO:0003674,GO:0034087"
YOR263C,YOR263C,15,818756.0,819163.0,407.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
DSE3,YOR264W,15,818865.0,820157.0,1292.0,+,Verified,"GO:0003674,GO:0008150,GO:0005935"
RBL2,YOR265W,15,820453.0,820773.0,320.0,+,Verified,"GO:0007023,GO:0007025,GO:0015631,GO:0005737,GO:0048487,GO:0000226"
PNT1,YOR266W,15,821022.0,822293.0,1271.0,+,Verified,"GO:0005739,GO:0032979,GO:0031305,GO:0003674"
HRK1,YOR267C,15,822587.0,824866.0,2279.0,-,Verified,"GO:0006873,GO:0004672,GO:0005737"
YOR268C,YOR268C,15,825533.0,825931.0,398.0,-,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
PAC1,YOR269W,15,826384.0,827868.0,1484.0,+,Verified,"GO:0005881,GO:0030473,GO:0005737,GO:0051010,GO:0005634"
VPH1,YOR270C,15,828051.0,830573.0,2522.0,-,Verified,"GO:0006797,GO:0007035,GO:0000220,GO:0006461,GO:0000329,GO:0046961,GO:0000324"
FSF1,YOR271C,15,831058.0,832041.0,983.0,-,Uncharacterized,"GO:0003674,GO:0005739,GO:0008150"
YTM1,YOR272W,15,832812.0,834194.0,1382.0,+,Verified,"GO:0005634,GO:0042273,GO:0005730,GO:0051276,GO:0003674,GO:0042254"
TPO4,YOR273C,15,834451.0,836430.0,1979.0,-,Verified,"GO:0000297,GO:0015606,GO:0005774,GO:0005886,GO:0000296,GO:0015848"
MOD5,YOR274W,15,837673.0,838959.0,1286.0,+,Verified,"GO:0004811,GO:0006400,GO:0005634,GO:0005730,GO:0005739,GO:0005829"
RIM20,YOR275C,15,839083.0,841068.0,1985.0,-,Verified,"GO:0016485,GO:0003674,GO:0006508,GO:0030435,GO:0001403,GO:0005634,GO:0005737,GO:0009268"
CAF20,YOR276W,15,841332.0,841817.0,485.0,+,Verified,"GO:0017148,GO:0005845,GO:0045182,GO:0033962"
YOR277C,YOR277C,15,841514.0,841822.0,308.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
HEM4,YOR278W,15,842816.0,843643.0,827.0,+,Verified,"GO:0004852,GO:0006783,GO:0005575"
RFM1,YOR279C,15,843697.0,844629.0,932.0,-,Verified,"GO:0005634,GO:0000118,GO:0006342,GO:0051082,GO:0000723"
FSH3,YOR280C,15,844991.0,845791.0,800.0,-,Verified,"GO:0017171,GO:0008150,GO:0005575"
PLP2,YOR281C,15,846268.0,847128.0,860.0,-,Verified,"GO:0007329,GO:0005737,GO:0032795"
YOR282W,YOR282W,15,846999.0,847319.0,320.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YOR283W,YOR283W,15,847452.0,848144.0,692.0,+,Uncharacterized,"GO:0008150,GO:0005737,GO:0005634,GO:0003674"
HUA2,YOR284W,15,848477.0,849208.0,731.0,+,Verified,"GO:0003674,GO:0005737,GO:0000147"
YOR285W,YOR285W,15,849634.0,850053.0,419.0,+,Verified,"GO:0008150,GO:0003674,GO:0005783,GO:0005739,GO:0005741"
AIM42,YOR286W,15,850279.0,850728.0,449.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005739"
YOR287C,YOR287C,15,850936.0,851838.0,902.0,-,Uncharacterized,"GO:0003674,GO:0005575,GO:0000462,GO:0042254"
MPD1,YOR288C,15,852120.0,853076.0,956.0,-,Verified,"GO:0003756,GO:0006457,GO:0015035,GO:0000324"
YOR289W,YOR289W,15,853356.0,854111.0,755.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
SNF2,YOR290C,15,855146.0,860257.0,5111.0,-,Verified,"GO:0016251,GO:0008094,GO:0006302,GO:0005634,GO:0045893,GO:0016514,GO:0043044"
YOR291W,YOR291W,15,861174.0,865592.0,4418.0,+,Uncharacterized,"GO:0008150,GO:0016020,GO:0003674"
YOR292C,YOR292C,15,865652.0,866581.0,929.0,-,Uncharacterized,"GO:0008150,GO:0000324,GO:0003674"
RPS10A,YOR293W,15,867097.0,867851.0,754.0,+,Verified,"GO:0003735,GO:0022627,GO:0006412"
YOR293C-A,YOR293C-A,15,867997.0,868146.0,149.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
RRS1,YOR294W,15,868339.0,868950.0,611.0,+,Verified,"GO:0042254,GO:0005634,GO:0006364,GO:0003674"
UAF30,YOR295W,15,869207.0,869893.0,686.0,+,Verified,"GO:0003701,GO:0000500,GO:0000182,GO:0006360"
YOR296W,YOR296W,15,870201.0,874070.0,3869.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737"
TIM18,YOR297C,15,874742.0,875320.0,578.0,-,Verified,"GO:0006612,GO:0006626,GO:0008565,GO:0042721,GO:0005739,GO:0006915,GO:0046685,GO:0001101,GO:0006979,GO:0006970"
MUM3,YOR298W,15,875598.0,877037.0,1439.0,+,Verified,"GO:0005575,GO:0008654,GO:0008415,GO:0030476"
MBF1,YOR298C-A,15,877229.0,877684.0,455.0,-,Verified,"GO:0003713,GO:0005634,GO:0045944,GO:0005739"
BUD7,YOR299W,15,878433.0,880673.0,2240.0,+,Verified,"GO:0000282,GO:0003674,GO:0030136,GO:0030140,GO:0006893,GO:0006038,GO:0034044"
YOR300W,YOR300W,15,880573.0,880881.0,308.0,+,Dubious,"GO:0000282,GO:0003674,GO:0005575,GO:0030447"
RAX1,YOR301W,15,880963.0,882270.0,1307.0,+,Verified,"GO:0000282,GO:0003674,GO:0005935,GO:0016021"
YOR302W,YOR302W,15,882763.0,882840.0,77.0,+,Verified,"GO:0045182,GO:0006417,GO:0005829"
CPA1,YOR303W,15,882897.0,884132.0,1235.0,+,Verified,"GO:0004088,GO:0006526,GO:0005951"
ISW2,YOR304W,15,884512.0,887874.0,3362.0,+,Verified,"GO:0006338,GO:0016887,GO:0005634,GO:0046020,GO:0006348,GO:0016584,GO:0008623,GO:0000183,GO:0060195"
YOR304C-A,YOR304C-A,15,888518.0,888748.0,230.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005933,GO:0005935,GO:0005737"
YOR305W,YOR305W,15,889020.0,889748.0,728.0,+,Uncharacterized,"GO:0003674,GO:0005739,GO:0042493"
MCH5,YOR306C,15,889865.0,891430.0,1565.0,-,Verified,"GO:0005886,GO:0008028,GO:0032217,GO:0032218"
SLY41,YOR307C,15,892728.0,894089.0,1361.0,-,Verified,"GO:0006888,GO:0005783,GO:0003674"
SNU66,YOR308C,15,894621.0,896384.0,1763.0,-,Verified,"GO:0031202,GO:0000398,GO:0046540"
YOR309C,YOR309C,15,896695.0,897075.0,380.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
NOP58,YOR310C,15,896822.0,898357.0,1535.0,-,Verified,"GO:0000154,GO:0006364,GO:0003674,GO:0042254,GO:0031428,GO:0032040,GO:0030686"
DGK1,YOR311C,15,899053.0,899925.0,872.0,-,Verified,"GO:0016021,GO:0030176,GO:0003674,GO:0006654"
RPL20B,YOR312C,15,900247.0,901191.0,944.0,-,Verified,"GO:0022625,GO:0003735,GO:0006412,GO:0042254"
SPS4,YOR313C,15,901855.0,902871.0,1016.0,-,Verified,"GO:0003674,GO:0005575,GO:0030437"
YOR314W,YOR314W,15,903040.0,903369.0,329.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YOR314W-A,YOR314W-A,15,904455.0,904565.0,110.0,+,Dubious,"GO:0005575,GO:0003674,GO:0008150"
SFG1,YOR315W,15,904757.0,905797.0,1040.0,+,Verified,"GO:0005737,GO:0005634,GO:0045944,GO:0007124,GO:0003704"
COT1,YOR316C,15,906233.0,907552.0,1319.0,-,Verified,"GO:0015087,GO:0005385,GO:0015082,GO:0006824,GO:0006829,GO:0006882,GO:0000324,GO:0005739"
YOR316C-A,YOR316C-A,15,907723.0,907932.0,209.0,-,Uncharacterized,"GO:0008150,GO:0005575,GO:0003674"
FAA1,YOR317W,15,909340.0,911442.0,2102.0,+,Verified,"GO:0004467,GO:0006499,GO:0006629,GO:0005811,GO:0006869,GO:0005739,GO:0005741"
YOR318C,YOR318C,15,911781.0,912433.0,652.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
HSH49,YOR319W,15,912819.0,913460.0,641.0,+,Verified,"GO:0005686,GO:0003723,GO:0000398"
GNT1,YOR320C,15,913616.0,915091.0,1475.0,-,Verified,"GO:0006487,GO:0008375,GO:0005797"
PMT3,YOR321W,15,916027.0,918288.0,2261.0,+,Verified,"GO:0005783,GO:0006493,GO:0004169"
LDB19,YOR322C,15,918603.0,921059.0,2456.0,-,Verified,"GO:0003674,GO:0030136,GO:0000723,GO:0005737"
PRO2,YOR323C,15,921532.0,922902.0,1370.0,-,Verified,"GO:0004350,GO:0006561,GO:0005737,GO:0005634"
FRT1,YOR324C,15,923229.0,925037.0,1808.0,-,Verified,"GO:0003674,GO:0005783,GO:0006950"
YOR325W,YOR325W,15,924574.0,925047.0,473.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MYO2,YOR326W,15,925718.0,930442.0,4724.0,+,Verified,"GO:0031941,GO:0051015,GO:0007118,GO:0031475,GO:0005934,GO:0005935,GO:0043332,GO:0000131,GO:0005516,GO:0045033,GO:0000011,GO:0000329,GO:0000132,GO:0016192,GO:0030050,GO:0009826,GO:0048313,GO:0007107,GO:0031982,GO:0000001,GO:0030482,GO:0000146"
SNC2,YOR327C,15,930731.0,931078.0,347.0,-,Verified,"GO:0005484,GO:0006906,GO:0006893,GO:0006897,GO:0005802,GO:0005768,GO:0030133,GO:0000723"
PDR10,YOR328W,15,931800.0,936494.0,4694.0,+,Verified,"GO:0006855,GO:0005886,GO:0042626"
SCD5,YOR329C,15,936728.0,939346.0,2618.0,-,Verified,"GO:0006897,GO:0007015,GO:0009306,GO:0000300,GO:0005515,GO:0030479,GO:0030866"
YOR329W-A,YOR329W-A,15,939345.0,939554.0,209.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MIP1,YOR330C,15,939618.0,943382.0,3764.0,-,Verified,"GO:0003887,GO:0006261,GO:0005739,GO:0006264"
YOR331C,YOR331C,15,943562.0,944119.0,557.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
VMA4,YOR332W,15,943653.0,944354.0,701.0,+,Verified,"GO:0007035,GO:0000221,GO:0000329,GO:0046961"
YOR333C,YOR333C,15,944538.0,944954.0,416.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
MRS2,YOR334W,15,944593.0,946005.0,1412.0,+,Verified,"GO:0005743,GO:0015095,GO:0045016,GO:0000373,GO:0005739"
ALA1,YOR335C,15,946230.0,949106.0,2876.0,-,Verified,"GO:0005737,GO:0004813,GO:0006419,GO:0005739"
YOR335W-A,YOR335W-A,15,946565.0,946645.0,80.0,+,Dubious,"GO:0008150,GO:0003674,GO:0005575"
KRE5,YOR336W,15,949770.0,953867.0,4097.0,+,Verified,"GO:0005783,GO:0003980,GO:0006078"
TEA1,YOR337W,15,954341.0,956620.0,2279.0,+,Verified,"GO:0003677,GO:0005634,GO:0006350"
YOR338W,YOR338W,15,956895.0,957986.0,1091.0,+,Uncharacterized,"GO:0003674,GO:0005575,GO:0045944,GO:0030437"
UBC11,YOR339C,15,958359.0,958829.0,470.0,-,Verified,"GO:0000209,GO:0006513,GO:0005737,GO:0004842"
RPA43,YOR340C,15,959199.0,960179.0,980.0,-,Verified,"GO:0005736,GO:0006360,GO:0003899,GO:0042254"
RPA190,YOR341W,15,960984.0,965978.0,4994.0,+,Verified,"GO:0006360,GO:0005736,GO:0003899"
YOR342C,YOR342C,15,966663.0,967622.0,959.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005737,GO:0005634"
YOR343C,YOR343C,15,968145.0,968471.0,326.0,-,Dubious,"GO:0008150,GO:0003674,GO:0005575"
TYE7,YOR344C,15,977191.0,978066.0,875.0,-,Verified,"GO:0045821,GO:0005634,GO:0003700,GO:0006350,GO:0000083"
YOR345C,YOR345C,15,981809.0,982159.0,350.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
REV1,YOR346W,15,981825.0,984782.0,2957.0,+,Verified,"GO:0003887,GO:0006261,GO:0006281,GO:0005634,GO:0017125,GO:0005739"
PYK2,YOR347C,15,984939.0,986459.0,1520.0,-,Verified,"GO:0005829,GO:0004743,GO:0006090,GO:0005739"
PUT4,YOR348C,15,986896.0,988779.0,1883.0,-,Verified,"GO:0005886,GO:0015804,GO:0015175,GO:0015193,GO:0015824,GO:0006562,GO:0015812"
CIN1,YOR349W,15,989786.0,992830.0,3044.0,+,Verified,"GO:0007025,GO:0007023,GO:0005575,GO:0048487"
MNE1,YOR350C,15,992861.0,994852.0,1991.0,-,Verified,"GO:0008150,GO:0003674,GO:0005739"
MEK1,YOR351C,15,995015.0,996508.0,1493.0,-,Verified,"GO:0004674,GO:0005634,GO:0006468,GO:0007126"
YOR352W,YOR352W,15,997210.0,998241.0,1031.0,+,Uncharacterized,"GO:0005737,GO:0005634,GO:0003674,GO:0008150"
SOG2,YOR353C,15,998450.0,1000825.0,2375.0,-,Verified,"GO:0003674,GO:0043332,GO:0005933,GO:0000131,GO:0005737,GO:0000903,GO:0000920,GO:0007165"
MSC6,YOR354C,15,1001144.0,1003222.0,2078.0,-,Verified,"GO:0007131,GO:0003674,GO:0005739"
GDS1,YOR355W,15,1005135.0,1006703.0,1568.0,+,Verified,"GO:0009060,GO:0003674,GO:0005739,GO:0005634,GO:0005737"
YOR356W,YOR356W,15,1007219.0,1009114.0,1895.0,+,Verified,"GO:0016649,GO:0005739,GO:0006116"
SNX3,YOR357C,15,1009222.0,1009710.0,488.0,-,Verified,"GO:0005829,GO:0008104,GO:0005515,GO:0032266,GO:0005768,GO:0034499"
HAP5,YOR358W,15,1010159.0,1010887.0,728.0,+,Verified,"GO:0006350,GO:0016602,GO:0016563,GO:0006109,GO:0005634,GO:0003677"
VTS1,YOR359W,15,1011187.0,1012758.0,1571.0,+,Verified,"GO:0005829,GO:0006623,GO:0003723,GO:0043488"
PDE2,YOR360C,15,1013239.0,1014819.0,1580.0,-,Verified,"GO:0005737,GO:0004115,GO:0019933,GO:0005634"
PRT1,YOR361C,15,1015359.0,1017650.0,2291.0,-,Verified,"GO:0003743,GO:0005737,GO:0006413,GO:0005852,GO:0043614"
PRE10,YOR362C,15,1017878.0,1018744.0,866.0,-,Verified,"GO:0006511,GO:0004175,GO:0019773"
PIP2,YOR363C,15,1020220.0,1023210.0,2990.0,-,Verified,"GO:0016563,GO:0007031,GO:0045941,GO:0006631,GO:0005634,GO:0003704,GO:0034201"
YOR364W,YOR364W,15,1023369.0,1023737.0,368.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
YOR365C,YOR365C,15,1023459.0,1025570.0,2111.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
YOR366W,YOR366W,15,1025254.0,1025607.0,353.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
SCP1,YOR367W,15,1026005.0,1026607.0,602.0,+,Verified,"GO:0007015,GO:0030479,GO:0030674,GO:0051015,GO:0001300"
RAD17,YOR368W,15,1026841.0,1028046.0,1205.0,+,Verified,"GO:0007131,GO:0000077,GO:0005634,GO:0003690,GO:0006302"
RPS12,YOR369C,15,1028192.0,1028623.0,431.0,-,Verified,"GO:0003735,GO:0022627,GO:0006412"
MRS6,YOR370C,15,1029181.0,1030992.0,1811.0,-,Verified,"GO:0017137,GO:0006886,GO:0005737,GO:0016020"
GPB1,YOR371C,15,1031487.0,1034180.0,2693.0,-,Verified,"GO:0004871,GO:0007165,GO:0005737,GO:0005886,GO:0042326,GO:0032794,GO:0046580,GO:0007124,GO:0010255,GO:0001403,GO:0004862"
NDD1,YOR372C,15,1034805.0,1036469.0,1664.0,-,Verified,"GO:0005634,GO:0000117,GO:0003713"
NUD1,YOR373W,15,1036832.0,1039387.0,2555.0,+,Verified,"GO:0005200,GO:0005816,GO:0045132,GO:0010458"
ALD4,YOR374W,15,1039838.0,1041397.0,1559.0,+,Verified,"GO:0004029,GO:0005739,GO:0006067,GO:0042645,GO:0004030"
GDH1,YOR375C,15,1041676.0,1043040.0,1364.0,-,Verified,"GO:0005737,GO:0004354,GO:0005634,GO:0006537"
YOR376W,YOR376W,15,1043189.0,1043557.0,368.0,+,Dubious,"GO:0003674,GO:0008150,GO:0016021"
YOR376W-A,YOR376W-A,15,1045194.0,1045349.0,155.0,+,Uncharacterized,"GO:0008150,GO:0003674,GO:0005575"
ATF1,YOR377W,15,1046224.0,1047801.0,1577.0,+,Verified,"GO:0004026,GO:0006113,GO:0012505,GO:0006631,GO:0030636,GO:0005811"
YOR378W,YOR378W,15,1049509.0,1051056.0,1547.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YOR379C,YOR379C,15,1050724.0,1051062.0,338.0,-,Dubious,"GO:0003674,GO:0008150,GO:0005575"
RDR1,YOR380W,15,1051288.0,1052928.0,1640.0,+,Verified,"GO:0009410,GO:0003700,GO:0005634"
FRE3,YOR381W,15,1055543.0,1057678.0,2135.0,+,Verified,"GO:0005886,GO:0016021,GO:0015892,GO:0006879,GO:0000293"
YOR381W-A,YOR381W-A,15,1058421.0,1058588.0,167.0,+,Uncharacterized,"GO:0008150,GO:0005575,GO:0003674"
FIT2,YOR382W,15,1059529.0,1059990.0,461.0,+,Verified,"GO:0015891,GO:0003674,GO:0009277"
FIT3,YOR383C,15,1060439.0,1061053.0,614.0,-,Verified,"GO:0015891,GO:0003674,GO:0009277"
FRE5,YOR384W,15,1061562.0,1063646.0,2084.0,+,Verified,"GO:0000293,GO:0008150,GO:0005739"
YOR385W,YOR385W,15,1065041.0,1065913.0,872.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005737"
PHR1,YOR386W,15,1066837.0,1068534.0,1697.0,+,Verified,"GO:0000719,GO:0003904,GO:0005634,GO:0005739"
YOR387C,YOR387C,15,1069619.0,1070239.0,620.0,-,Uncharacterized,"GO:0008150,GO:0003674,GO:0005625"
FDH1,YOR388C,15,1071791.0,1072921.0,1130.0,-,Verified,"GO:0005829,GO:0042183,GO:0006735,GO:0008863"
YOR389W,YOR389W,15,1074211.0,1076085.0,1874.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
YOR390W,YOR390W,15,1076782.0,1077909.0,1127.0,+,Uncharacterized,"GO:0003674,GO:0008150,GO:0005575"
HSP33,YOR391C,15,1078543.0,1079256.0,713.0,-,Verified,"GO:0008150,GO:0005575,GO:0008234,GO:0051082"
YOR392W,YOR392W,15,1079280.0,1079723.0,443.0,+,Dubious,"GO:0003674,GO:0008150,GO:0005575"
