orf_name,name,chr,start,stop,length,strand,orf_class,TSS,PAS,transcript_start,transcript_stop
YML019W,OST6,13,233457,234455,998,+,Verified,233419.0,234716.0,233419,234716
YML018C,YML018C,13,234771,235952,1181,-,Uncharacterized,236088.0,234639.0,234639,236088
YML017W,PSP2,13,236588,238731,2143,+,Verified,236518.0,239059.0,236518,239059
YML016C,PPZ1,13,239458,241536,2078,-,Verified,241799.0,239294.0,239294,241799
YML015C,TAF11,13,241989,243029,1040,-,Verified,243059.0,241868.0,241868,243059
YML014W,TRM9,13,243225,244064,839,+,Verified,243215.0,244160.0,243215,244160
YML013W,UBX2,13,244149,245903,1754,+,Verified,244120.0,246128.0,244120,246128
YML012C-A,YML012C-A,13,245537,245914,377,-,Dubious,,,245914,245537
YML012W,ERV25,13,246116,246751,635,+,Verified,246075.0,246876.0,246075,246876
YML011C,RAD33,13,246895,247428,533,-,Verified,247464.0,246776.0,246776,247464
YML010W,SPT5,13,247677,250868,3191,+,Verified,247639.0,251118.0,247639,251118
YML009W-B,YML009W-B,13,250435,250911,476,+,Dubious,,,250435,250911
YML009C-A,YML009C-A,13,250675,251001,326,-,Dubious,,,251001,250675
YML009C,MRPL39,13,251304,251516,212,-,Verified,251558.0,251116.0,251116,251558
YML008C,ERG6,13,251839,252990,1151,-,Verified,253024.0,251750.0,251750,253024
YML007C-A,YML007C-A,13,253162,253272,110,-,Uncharacterized,253321.0,,253272,253321
YML007W,YAP1,13,253848,255800,1952,+,Verified,253699.0,255992.0,253699,255992
YML006C,GIS4,13,256092,258416,2324,-,Verified,258574.0,256018.0,256018,258574
YML005W,TRM12,13,260221,261609,1388,+,Verified,260236.0,261659.0,260236,261659
YML004C,GLO1,13,261705,262685,980,-,Verified,262703.0,261569.0,261569,262703
YML003W,YML003W,13,263483,264355,872,+,Uncharacterized,263495.0,,263495,264355
YML002W,YML002W,13,264541,266754,2213,+,Uncharacterized,,266860.0,264541,266860
YML001W,YPT7,13,267174,267800,626,+,Verified,267081.0,267870.0,267081,267870
YMR001C,CDC5,13,269019,271136,2117,-,Verified,271471.0,268869.0,268869,271471
YMR001C-A,YMR001C-A,13,271347,271577,230,-,Uncharacterized,,271256.0,271256,271347
YMR002W,MIC17,13,272193,272663,470,+,Verified,272138.0,272902.0,272138,272902
YMR003W,AIM34,13,273118,273714,596,+,Uncharacterized,273086.0,273790.0,273086,273790
YMR004W,MVP1,13,274017,275552,1535,+,Verified,273957.0,275700.0,273957,275700
YMR005W,TAF4,13,276045,277211,1166,+,Verified,275959.0,277298.0,275959,277298
YMR006C,PLB2,13,277561,279681,2120,-,Verified,279739.0,277457.0,277457,279739
YMR007W,YMR007W,13,279960,280340,380,+,Dubious,,,279960,280340
YMR008C,PLB1,13,280590,282584,1994,-,Verified,282768.0,280252.0,280252,282768
YMR009W,ADI1,13,284101,284640,539,+,Verified,284067.0,284674.0,284067,284674
YMR010W,YMR010W,13,285099,286316,1217,+,Uncharacterized,284890.0,286442.0,284890,286442
YMR011W,HXT2,13,288078,289703,1625,+,Verified,288040.0,289817.0,288040,289817
YMR012W,CLU1,13,291133,294966,3833,+,Verified,291025.0,295102.0,291025,295102
YMR013C,SEC59,13,295178,296737,1559,-,Verified,296785.0,294973.0,294973,296785
YMR013C-A,YMR013C-A,13,296470,296619,149,-,Dubious,,,296619,296470
YMR013W-A,YMR013W-A,13,298310,298390,80,+,Dubious,,,298310,298390
YMR014W,BUD22,13,298867,300426,1559,+,Verified,298841.0,300545.0,298841,300545
YMR015C,ERG5,13,300868,302484,1616,-,Verified,302538.0,300699.0,300699,302538
YMR016C,SOK2,13,303235,305592,2357,-,Verified,305818.0,303083.0,303083,305818
YMR017W,SPO20,13,307488,308681,1193,+,Verified,,,307488,308681
YMR018W,YMR018W,13,310207,311751,1544,+,Uncharacterized,,,310207,311751
YMR019W,STB4,13,312155,315004,2849,+,Verified,312227.0,315105.0,312227,315105
YMR020W,FMS1,13,315376,316902,1526,+,Verified,315409.0,316993.0,315409,316993
YMR021C,MAC1,13,317164,318417,1253,-,Verified,318501.0,316893.0,316893,318501
YMR022W,UBC7,13,318679,319176,497,+,Verified,318679.0,319276.0,318679,319276
YMR023C,MSS1,13,319436,321016,1580,-,Verified,321228.0,319380.0,319380,321228
YMR024W,MRPL3,13,321874,323046,1172,+,Verified,321906.0,323188.0,321906,323188
YMR025W,CSI1,13,323299,324186,887,+,Verified,323292.0,324233.0,323292,324233
YMR026C,PEX12,13,324235,325434,1199,-,Verified,325556.0,324151.0,324151,325556
YMR027W,YMR027W,13,325876,327288,1412,+,Uncharacterized,325785.0,327365.0,325785,327365
YMR028W,TAP42,13,327481,328581,1100,+,Verified,327458.0,328691.0,327458,328691
YMR029C,FAR8,13,328659,330230,1571,-,Verified,330259.0,328552.0,328552,330259
YMR030W,RSF1,13,330792,331922,1130,+,Verified,330618.0,332053.0,330618,332053
YMR031C,YMR031C,13,332211,334742,2531,-,Uncharacterized,334816.0,332045.0,332045,334816
YMR031W-A,YMR031W-A,13,334708,335034,326,+,Dubious,,,334708,335034
YMR032W,HOF1,13,335297,337306,2009,+,Verified,335193.0,337460.0,335193,337460
YMR030W-A,YMR030W-A,13,337312,337602,290,+,Uncharacterized,,337665.0,337312,337665
YMR033W,ARP9,13,337787,339276,1489,+,Verified,337744.0,339431.0,337744,339431
YMR034C,YMR034C,13,339417,340721,1304,-,Uncharacterized,340854.0,,340721,340854
YMR035W,IMP2,13,341141,341674,533,+,Verified,341125.0,341962.0,341125,341962
YMR036C,MIH1,13,341855,343519,1664,-,Verified,343561.0,341717.0,341717,343561
YMR037C,MSN2,13,344402,346516,2114,-,Verified,346945.0,344129.0,344129,346945
YMR038C,CCS1,13,347510,348259,749,-,Verified,348276.0,347447.0,347447,348276
YMR039C,SUB1,13,348643,349521,878,-,Verified,349621.0,348468.0,348468,349621
YMR040W,YET2,13,350380,350862,482,+,Verified,350311.0,350940.0,350311,350940
YMR041C,ARA2,13,350965,351972,1007,-,Verified,351990.0,350844.0,350844,351990
YMR042W,ARG80,13,352602,353135,533,+,Verified,352595.0,353489.0,352595,353489
YMR043W,MCM1,13,353870,354730,860,+,Verified,353863.0,355055.0,353863,355055
YMR044W,IOC4,13,355383,356810,1427,+,Verified,355343.0,356951.0,355343,356951
YMR046W-A,YMR046W-A,13,362701,362829,128,+,Dubious,,,362701,362829
YMR047C,NUP116,13,363363,366704,3341,-,Verified,366779.0,363292.0,363292,366779
YMR048W,CSM3,13,366980,367933,953,+,Verified,366971.0,368042.0,366971,368042
YMR049C,ERB1,13,368093,370516,2423,-,Verified,370560.0,368033.0,368033,370560
YMR052W,FAR3,13,379585,380199,614,+,Verified,379565.0,380310.0,379565,380310
YMR052C-A,YMR052C-A,13,380068,380433,365,-,Dubious,,,380433,380068
YMR053C,STB2,13,380345,382897,2552,-,Verified,,380235.0,380235,380345
YMR054W,STV1,13,383302,385974,2672,+,Verified,383088.0,386092.0,383088,386092
YMR055C,BUB2,13,386100,387020,920,-,Verified,387049.0,386068.0,386068,387049
YMR056C,AAC1,13,387314,388243,929,-,Verified,,387189.0,387189,387314
YMR057C,YMR057C,13,388358,388729,371,-,Dubious,,,388729,388358
YMR058W,FET3,13,388821,390731,1910,+,Verified,388766.0,390870.0,388766,390870
YMR059W,SEN15,13,391098,391484,386,+,Verified,391076.0,391587.0,391076,391587
YMR060C,SAM37,13,391531,392514,983,-,Verified,392526.0,391496.0,391496,392526
YMR061W,RNA14,13,392754,394787,2033,+,Verified,392730.0,394893.0,392730,394893
YMR062C,ECM40,13,395053,396378,1325,-,Verified,396425.0,394942.0,394942,396425
YMR063W,RIM9,13,397076,397795,719,+,Verified,397039.0,,397039,397795
YMR064W,AEP1,13,397902,399458,1556,+,Verified,397929.0,399571.0,397929,399571
YMR065W,KAR5,13,399701,401215,1514,+,Verified,399850.0,401326.0,399850,401326
YMR066W,SOV1,13,401540,404236,2696,+,Verified,401522.0,404311.0,401522,404311
YMR067C,UBX4,13,404322,405572,1250,-,Verified,405599.0,404295.0,404295,405599
YMR068W,AVO2,13,406303,407583,1280,+,Verified,406289.0,407672.0,406289,407672
YMR069W,NAT4,13,407708,408565,857,+,Verified,407800.0,408810.0,407800,408810
YMR070W,MOT3,13,409153,410625,1472,+,Verified,408943.0,410775.0,408943,410775
YMR071C,TVP18,13,410761,411264,503,-,Verified,411322.0,410692.0,410692,411322
YMR072W,ABF2,13,411568,412119,551,+,Verified,411546.0,412261.0,411546,412261
YMR073C,IRC21,13,412267,412872,605,-,Verified,412912.0,412024.0,412024,412912
YMR074C,YMR074C,13,413035,413472,437,-,Uncharacterized,413491.0,412964.0,412964,413491
YMR075W,RCO1,13,413981,416035,2054,+,Verified,413978.0,416149.0,413978,416149
YMR075C-A,YMR075C-A,13,415687,416052,365,-,Dubious,,,416052,415687
YMR076C,PDS5,13,416195,420028,3833,-,Verified,420107.0,415985.0,415985,420107
YMR077C,VPS20,13,421483,422148,665,-,Verified,422215.0,421293.0,421293,422215
YMR078C,CTF18,13,422502,424727,2225,-,Verified,424734.0,422398.0,422398,424734
YMR079W,SEC14,13,424988,426058,1070,+,Verified,424944.0,426388.0,424944,426388
YMR080C,NAM7,13,426711,429626,2915,-,Verified,429696.0,426330.0,426330,429696
YMR081C,ISF1,13,430078,431094,1016,-,Verified,431548.0,,431094,431548
YMR082C,YMR082C,13,431768,432124,356,-,Dubious,,,432124,431768
YMR083W,ADH3,13,434787,435914,1127,+,Verified,434733.0,436008.0,434733,436008
YMR084W,YMR084W,13,436627,437415,788,+,Uncharacterized,436362.0,,436362,437415
YMR085W,YMR085W,13,437490,438788,1298,+,Uncharacterized,,438912.0,437490,438912
YMR086W,YMR086W,13,439207,442089,2882,+,Verified,439145.0,442232.0,439145,442232
YMR086C-A,YMR086C-A,13,442025,442363,338,-,Dubious,,,442363,442025
YMR087W,YMR087W,13,442526,443380,854,+,Verified,442468.0,443414.0,442468,443414
YMR088C,VBA1,13,443413,445101,1688,-,Verified,445241.0,443351.0,443351,445241
YMR089C,YTA12,13,445608,448085,2477,-,Verified,448307.0,445400.0,445400,448307
YMR090W,YMR090W,13,449244,449927,683,+,Uncharacterized,449131.0,449992.0,449131,449992
YMR091C,NPL6,13,450057,451364,1307,-,Verified,451421.0,450010.0,450010,451421
YMR092C,AIP1,13,451631,453478,1847,-,Verified,453510.0,451561.0,451561,453510
YMR093W,UTP15,13,454014,455555,1541,+,Verified,453991.0,455663.0,453991,455663
YMR094W,CTF13,13,455824,457260,1436,+,Verified,455814.0,,455814,457260
YMR095C,SNO1,13,457284,457958,674,-,Verified,,,457958,457284
YMR096W,SNZ1,13,458407,459300,893,+,Verified,458378.0,459450.0,458378,459450
YMR097C,MTG1,13,459423,460526,1103,-,Verified,460569.0,459375.0,459375,460569
YMR098C,ATP25,13,460770,462608,1838,-,Verified,462677.0,460696.0,460696,462677
YMR099C,YMR099C,13,463933,464826,893,-,Verified,464849.0,463844.0,463844,464849
YMR100W,MUB1,13,466299,468161,1862,+,Verified,466070.0,468348.0,466070,468348
YMR101C,SRT1,13,468444,469475,1031,-,Verified,469028.0,,469475,469028
YMR102C,YMR102C,13,469847,472351,2504,-,Uncharacterized,472508.0,469728.0,469728,472508
YMR103C,YMR103C,13,472901,473263,362,-,Dubious,,,473263,472901
YMR104C,YPK2,13,473419,475452,2033,-,Verified,475525.0,,475452,475525
YMR105C,PGM2,13,475896,477605,1709,-,Verified,477664.0,475746.0,475746,477664
YMR105W-A,YMR105W-A,13,478063,478257,194,+,Uncharacterized,,,478063,478257
YMR106C,YKU80,13,478300,480189,1889,-,Verified,480229.0,478177.0,478177,480229
YMR107W,SPG4,13,483013,483360,347,+,Verified,482975.0,483552.0,482975,483552
YMR108W,ILV2,13,484083,486146,2063,+,Verified,483874.0,486307.0,483874,486307
YMR109W,MYO5,13,486586,490245,3659,+,Verified,486545.0,490320.0,486545,490320
YMR110C,HFD1,13,490393,491991,1598,-,Verified,492014.0,490219.0,490219,492014
YMR111C,YMR111C,13,492403,493791,1388,-,Uncharacterized,493901.0,492222.0,492222,493901
YMR112C,MED11,13,494099,494494,395,-,Verified,494460.0,493974.0,493974,494460
YMR113W,FOL3,13,494998,496281,1283,+,Verified,494944.0,496351.0,494944,496351
YMR114C,YMR114C,13,496342,497448,1106,-,Verified,497480.0,496248.0,496248,497480
YMR115W,FMP24,13,497703,499208,1505,+,Uncharacterized,497649.0,499327.0,497649,499327
YMR116C,ASC1,13,499455,500687,1232,-,Verified,500716.0,499324.0,499324,500716
YMR117C,SPC24,13,501249,501890,641,-,Verified,501918.0,501085.0,501085,501918
YMR118C,YMR118C,13,502143,502733,590,-,Uncharacterized,502553.0,,502733,502553
YMR119W,ASI1,13,505332,507206,1874,+,Verified,505134.0,507334.0,505134,507334
YMR119W-A,YMR119W-A,13,506995,507369,374,+,Dubious,,,506995,507369
YMR120C,ADE17,13,507501,509279,1778,-,Verified,509322.0,507334.0,507334,509322
YMR121C,RPL15B,13,509733,510347,614,-,Verified,510382.0,509681.0,509681,510382
YMR122C,YMR122C,13,510700,511074,374,-,Dubious,,,511074,510700
YMR122W-A,YMR122W-A,13,511314,511568,254,+,Uncharacterized,511270.0,511813.0,511270,511813
YMR123W,PKR1,13,513592,513960,368,+,Verified,513541.0,514085.0,513541,514085
YMR124W,YMR124W,13,514455,517286,2831,+,Uncharacterized,514226.0,517347.0,514226,517347
YMR125W,STO1,13,517538,520445,2907,+,Verified,517470.0,520587.0,517470,520587
YMR126C,DLT1,13,520760,521788,1028,-,Uncharacterized,522018.0,520674.0,520674,522018
YMR127C,SAS2,13,522328,523344,1016,-,Verified,523445.0,522111.0,522111,523445
YMR128W,ECM16,13,523695,527498,3803,+,Verified,523649.0,527690.0,523649,527690
YMR129W,POM152,13,527803,531816,4013,+,Verified,527745.0,531968.0,527745,531968
YMR130W,YMR130W,13,532118,533026,908,+,Uncharacterized,532042.0,533101.0,532042,533101
YMR131C,RRB1,13,533162,534697,1535,-,Verified,,533090.0,533090,533162
YMR132C,JLP2,13,534943,535569,626,-,Uncharacterized,535614.0,534721.0,534721,535614
YMR133W,REC114,13,536206,537608,1402,+,Verified,,,536206,537608
YMR134W,ERG29,13,537837,538550,713,+,Uncharacterized,537808.0,538817.0,537808,538817
YMR135C,GID8,13,538688,540055,1367,-,Verified,540108.0,538637.0,538637,540108
YMR135W-A,YMR135W-A,13,539910,540443,533,+,Dubious,,,539910,540443
YMR136W,GAT2,13,541198,542880,1682,+,Verified,540913.0,542961.0,540913,542961
YMR137C,PSO2,13,542977,544962,1985,-,Verified,545023.0,542850.0,542850,545023
YMR138W,CIN4,13,545154,545729,575,+,Verified,545154.0,545797.0,545154,545797
YMR139W,RIM11,13,546124,547236,1112,+,Verified,545932.0,547329.0,545932,547329
YMR140W,SIP5,13,547713,549182,1469,+,Verified,547656.0,549236.0,547656,549236
YMR141C,YMR141C,13,549735,550043,308,-,Dubious,,,550043,549735
YMR142C,RPL13B,13,550205,551206,1001,-,Verified,551210.0,550087.0,550087,551210
YMR141W-A,YMR141W-A,13,550910,551134,224,+,Dubious,,,550910,551134
YMR143W,RPS16A,13,551927,552902,975,+,Verified,551852.0,552985.0,551852,552985
YMR144W,YMR144W,13,553361,554389,1028,+,Uncharacterized,553253.0,554558.0,553253,554558
YMR145C,NDE1,13,554792,556474,1682,-,Verified,556677.0,554593.0,554593,556677
YMR146C,TIF34,13,557480,558523,1043,-,Verified,558589.0,557381.0,557381,558589
YMR147W,YMR147W,13,559198,559869,671,+,Uncharacterized,559174.0,,559174,559869
YMR148W,YMR148W,13,560365,560811,446,+,Uncharacterized,560058.0,560978.0,560058,560978
YMR149W,SWP1,13,560995,561855,860,+,Verified,560918.0,561966.0,560918,561966
YMR150C,IMP1,13,561955,562527,572,-,Verified,562567.0,561810.0,561810,562567
YMR151W,YIM2,13,562505,562942,437,+,Dubious,,,562505,562942
YMR152W,YIM1,13,563095,564192,1097,+,Verified,563084.0,564254.0,563084,564254
YMR153W,NUP53,13,564434,565861,1427,+,Verified,564382.0,565988.0,564382,565988
YMR153C-A,YMR153C-A,13,565573,565908,335,-,Dubious,,,565908,565573
YMR154C,RIM13,13,565998,568181,2183,-,Verified,568217.0,,568181,568217
YMR155W,YMR155W,13,568550,570193,1643,+,Uncharacterized,568550.0,570334.0,568550,570334
YMR156C,TPP1,13,570299,571015,716,-,Verified,571045.0,570243.0,570243,571045
YMR157C,AIM36,13,571276,572043,767,-,Uncharacterized,572041.0,571266.0,571266,572041
YMR158W,MRPS8,13,572247,572714,467,+,Verified,572240.0,572799.0,572240,572799
YMR158C-A,YMR158C-A,13,573193,573330,137,-,Uncharacterized,,573106.0,573106,573193
YMR158W-B,YMR158W-B,13,574470,574790,320,+,Dubious,,,574470,574790
YMR159C,ATG16,13,574475,574927,452,-,Verified,574892.0,,574927,574892
YMR160W,YMR160W,13,575065,577515,2450,+,Uncharacterized,575018.0,577568.0,575018,577568
YMR161W,HLJ1,13,577717,578391,674,+,Verified,577668.0,578418.0,577668,578418
YMR162C,DNF3,13,578950,583920,4970,-,Verified,584074.0,578708.0,578708,584074
YMR163C,INP2,13,584270,586387,2117,-,Verified,586532.0,584214.0,584214,586532
YMR164C,MSS11,13,587273,589549,2276,-,Verified,589688.0,586893.0,586893,589688
YMR165C,PAH1,13,590039,592627,2588,-,Verified,592815.0,589944.0,589944,592815
YMR166C,YMR166C,13,593366,594472,1106,-,Uncharacterized,594654.0,593143.0,593143,594654
YMR167W,MLH1,13,594885,597194,2309,+,Verified,594874.0,597217.0,594874,597217
YMR168C,CEP3,13,597331,599157,1826,-,Verified,599169.0,596949.0,596949,599169
YMR169C,ALD3,13,599351,600871,1520,-,Verified,601137.0,599296.0,599296,601137
YMR170C,ALD2,13,601561,603081,1520,-,Verified,603107.0,601267.0,601267,603107
YMR171C,EAR1,13,603867,605519,1652,-,Verified,605695.0,603614.0,603614,605695
YMR172W,HOT1,13,605980,608139,2159,+,Verified,606105.0,608245.0,606105,608245
YMR172C-A,YMR172C-A,13,607827,608210,383,-,Dubious,,,608210,607827
YMR173W,DDR48,13,608688,609980,1292,+,Verified,608634.0,610093.0,608634,610093
YMR173W-A,YMR173W-A,13,608896,610080,1184,+,Dubious,,,608896,610080
YMR174C,PAI3,13,610158,610364,206,-,Verified,610398.0,610000.0,610000,610398
YMR175W,SIP18,13,611015,611254,239,+,Verified,610994.0,611366.0,610994,611366
YMR175W-A,YMR175W-A,13,611313,611507,194,+,Uncharacterized,,,611313,611507
YMR176W,ECM5,13,611739,615974,4235,+,Verified,611631.0,616032.0,611631,616032
YMR177W,MMT1,13,616565,618097,1532,+,Verified,616428.0,618317.0,616428,618317
YMR178W,YMR178W,13,618478,619302,824,+,Uncharacterized,618431.0,619449.0,618431,619449
YMR179W,SPT21,13,619857,622133,2276,+,Verified,619798.0,622242.0,619798,622242
YMR180C,CTL1,13,622250,623212,962,-,Verified,623289.0,622132.0,622132,623289
YMR181C,YMR181C,13,623615,624079,464,-,Uncharacterized,624257.0,623474.0,623474,624257
YMR182C,RGM1,13,624531,625166,635,-,Verified,625279.0,,625166,625279
YMR182W-A,YMR182W-A,13,625810,625896,86,+,Uncharacterized,,626005.0,625810,626005
YMR183C,SSO2,13,626920,627807,887,-,Verified,627884.0,626676.0,626676,627884
YMR184W,ADD37,13,628188,628784,596,+,Verified,628181.0,628827.0,628181,628827
YMR185W,YMR185W,13,629024,631969,2945,+,Uncharacterized,628966.0,632028.0,628966,632028
YMR186W,HSC82,13,632354,634471,2117,+,Verified,632327.0,634562.0,632327,634562
YMR187C,YMR187C,13,634688,635983,1295,-,Uncharacterized,636005.0,634639.0,634639,636005
YMR188C,MRPS17,13,636290,637003,713,-,Verified,637026.0,636173.0,636173,637026
YMR189W,GCV2,13,637499,640603,3104,+,Verified,637363.0,640693.0,637363,640693
YMR190C,SGS1,13,640914,645257,4343,-,Verified,645409.0,640766.0,640766,645409
YMR191W,SPG5,13,645655,646776,1121,+,Verified,645645.0,646935.0,645645,646935
YMR192W,GYL1,13,647117,649279,2162,+,Verified,647028.0,649362.0,647028,649362
YMR193W,MRPL24,13,650035,650811,776,+,Verified,650025.0,650934.0,650025,650934
YMR193C-A,YMR193C-A,13,651071,651457,386,-,Dubious,,,651457,651071
YMR194W,RPL36A,13,651144,651909,765,+,Verified,651162.0,652007.0,651162,652007
YMR194C-B,YMR194C-B,13,652593,652886,293,-,Uncharacterized,652912.0,652324.0,652324,652912
YMR194C-A,YMR194C-A,13,652911,653135,224,-,Dubious,,,653135,652911
YMR195W,ICY1,13,654033,654416,383,+,Verified,654028.0,654541.0,654028,654541
YMR196W,YMR196W,13,655075,658341,3266,+,Uncharacterized,655008.0,658512.0,655008,658512
YMR197C,VTI1,13,658544,659197,653,-,Verified,659230.0,658368.0,658368,659230
YMR198W,CIK1,13,659744,661528,1784,+,Verified,659464.0,661657.0,659464,661657
YMR199W,CLN1,13,662643,664283,1640,+,Verified,662445.0,664378.0,662445,664378
YMR200W,ROT1,13,664751,665521,770,+,Verified,664667.0,665868.0,664667,665868
YMR201C,RAD14,13,665844,667043,1199,-,Verified,667058.0,665712.0,665712,667058
YMR202W,ERG2,13,667536,668204,668,+,Verified,667511.0,668267.0,667511,668267
YMR203W,TOM40,13,668491,669654,1163,+,Verified,668426.0,669874.0,668426,669874
YMR204C,INP1,13,670062,671324,1262,-,Verified,671365.0,669824.0,669824,671365
YMR205C,PFK2,13,671886,674765,2879,-,Verified,674772.0,671703.0,671703,674772
YMR206W,YMR206W,13,675895,676836,941,+,Uncharacterized,675510.0,,675510,676836
YMR207C,HFA1,13,677192,683563,6371,-,Verified,684002.0,677074.0,677074,684002
YMR208W,ERG12,13,684466,685797,1331,+,Verified,684448.0,685906.0,684448,685906
YMR209C,YMR209C,13,685910,687283,1373,-,Uncharacterized,687317.0,685741.0,685741,687317
YMR210W,YMR210W,13,687515,688864,1349,+,Verified,687492.0,688923.0,687492,688923
YMR211W,DML1,13,689082,690509,1427,+,Verified,689039.0,690651.0,689039,690651
YMR212C,EFR3,13,690694,693042,2348,-,Verified,693188.0,690576.0,690576,693188
YMR213W,CEF1,13,693380,695152,1772,+,Verified,693349.0,695189.0,693349,695189
YMR214W,SCJ1,13,695349,696482,1133,+,Verified,695330.0,696616.0,695330,696616
YMR215W,GAS3,13,696795,698369,1574,+,Verified,696761.0,698497.0,696761,698497
YMR216C,SKY1,13,698810,701038,2228,-,Verified,701234.0,698692.0,698692,701234
YMR217W,GUA1,13,701789,703366,1577,+,Verified,701663.0,703448.0,701663,703448
YMR218C,TRS130,13,703578,706886,3308,-,Verified,706918.0,703359.0,703359,706918
YMR219W,ESC1,13,707132,712108,4976,+,Verified,707110.0,712196.0,707110,712196
YMR220W,ERG8,13,712315,713670,1355,+,Verified,712297.0,713912.0,712297,713912
YMR221C,FMP42,13,713930,715444,1514,-,Uncharacterized,715445.0,713843.0,713843,715445
YMR222C,FSH2,13,715637,716308,671,-,Verified,716336.0,715572.0,715572,716336
YMR223W,UBP8,13,716714,718129,1415,+,Verified,716511.0,718466.0,716511,718466
YMR224C,MRE11,13,718574,720652,2078,-,Verified,720692.0,718412.0,718412,720692
YMR225C,MRPL44,13,720959,721402,443,-,Verified,721423.0,720803.0,720803,721423
YMR226C,TMA29,13,721592,722395,803,-,Verified,722445.0,721531.0,721531,722445
YMR227C,TAF7,13,722612,724384,1772,-,Verified,724402.0,722473.0,722473,724402
YMR228W,MTF1,13,724625,725650,1025,+,Verified,724617.0,725730.0,724617,725730
YMR229C,RRP5,13,725933,731122,5189,-,Verified,731175.0,725827.0,725827,731175
YMR230W,RPS10B,13,732413,733140,727,+,Verified,732381.0,733233.0,732381,733233
YMR230W-A,YMR230W-A,13,733267,733455,188,+,Uncharacterized,,,733267,733455
YMR231W,PEP5,13,733544,736633,3089,+,Verified,733492.0,736821.0,733492,736821
YMR232W,FUS2,13,736925,738958,2033,+,Verified,,739012.0,736925,739012
YMR233W,TRI1,13,739184,739864,680,+,Verified,739127.0,739912.0,739127,739912
YMR234W,RNH1,13,740265,741311,1046,+,Verified,740192.0,741416.0,740192,741416
YMR235C,RNA1,13,741511,742734,1223,-,Verified,742778.0,741303.0,741303,742778
YMR236W,TAF9,13,742970,743443,473,+,Verified,742950.0,743663.0,742950,743663
YMR237W,BCH1,13,743748,745922,2174,+,Verified,743683.0,746085.0,743683,746085
YMR238W,DFG5,13,746352,747728,1376,+,Verified,746236.0,747816.0,746236,747816
YMR239C,RNT1,13,748261,749676,1415,-,Verified,749734.0,748108.0,748108,749734
YMR240C,CUS1,13,749929,751239,1310,-,Verified,751306.0,749877.0,749877,751306
YMR241W,YHM2,13,751960,752904,944,+,Verified,751738.0,752972.0,751738,752972
YMR242C,RPL20A,13,753224,754219,995,-,Verified,754227.0,753117.0,753117,754227
YMR242W-A,YMR242W-A,13,754296,754385,89,+,Uncharacterized,,,754296,754385
YMR243C,ZRC1,13,754837,756165,1328,-,Verified,756276.0,754713.0,754713,756276
YMR244W,YMR244W,13,757249,758316,1067,+,Uncharacterized,,,757249,758316
YMR244C-A,YMR244C-A,13,758516,758830,314,-,Uncharacterized,759077.0,758400.0,758400,759077
YMR245W,YMR245W,13,758562,759182,620,+,Dubious,,,758562,759182
YMR246W,FAA4,13,759806,761890,2084,+,Verified,759579.0,762045.0,759579,762045
YMR247C,RKR1,13,763350,768038,4688,-,Verified,768099.0,763290.0,763290,768099
YMR247W-A,YMR247W-A,13,769282,769425,143,+,Uncharacterized,,,769282,769425
YMR250W,GAD1,13,770800,772557,1757,+,Verified,770757.0,772878.0,770757,772878
YMR251W,GTO3,13,772914,774014,1100,+,Verified,773279.0,,773279,774014
YMR251W-A,HOR7,13,774751,774930,179,+,Verified,774710.0,775212.0,774710,775212
YMR252C,YMR252C,13,775314,775718,404,-,Uncharacterized,775781.0,775131.0,775131,775781
YMR253C,YMR253C,13,775945,777189,1244,-,Uncharacterized,777265.0,775917.0,775917,777265
YMR254C,YMR254C,13,777614,777922,308,-,Dubious,,,777922,777614
YMR255W,GFD1,13,778000,778566,566,+,Verified,778017.0,778689.0,778017,778689
YMR256C,COX7,13,778944,779126,182,-,Verified,779158.0,778773.0,778773,779158
YMR257C,PET111,13,779628,782030,2402,-,Verified,782418.0,779387.0,779387,782418
YMR258C,YMR258C,13,782619,784280,1661,-,Uncharacterized,784358.0,782586.0,782586,784358
YMR259C,YMR259C,13,784620,788882,4262,-,Uncharacterized,788941.0,784501.0,784501,788941
YMR260C,TIF11,13,789377,789838,461,-,Verified,789863.0,789217.0,789217,789863
YMR261C,TPS3,13,790204,793368,3164,-,Verified,793451.0,790059.0,790059,793451
YMR262W,YMR262W,13,793725,794666,941,+,Uncharacterized,793715.0,794854.0,793715,794854
YMR263W,SAP30,13,794918,795523,605,+,Verified,794892.0,795596.0,794892,795596
YMR264W,CUE1,13,795804,796415,611,+,Verified,795758.0,796540.0,795758,796540
YMR265C,YMR265C,13,796539,797924,1385,-,Uncharacterized,797938.0,796464.0,796464,797938
YMR266W,RSN1,13,798517,801378,2861,+,Verified,798500.0,801585.0,798500,801585
YMR267W,PPA2,13,801771,802703,932,+,Verified,801681.0,802794.0,801681,802794
YMR268C,PRP24,13,802887,804221,1334,-,Verified,804263.0,802707.0,802707,804263
YMR269W,TMA23,13,804455,805090,635,+,Verified,804416.0,805145.0,804416,805145
YMR270C,RRN9,13,805325,806422,1097,-,Verified,806563.0,805218.0,805218,806563
YMR271C,URA10,13,806864,807547,683,-,Verified,808111.0,806788.0,806788,808111
YMR272C,SCS7,13,809622,810776,1154,-,Verified,810815.0,809447.0,809447,810815
YMR272W-A,YMR272W-A,13,810465,810578,113,+,Dubious,,,810465,810578
