chromosome,position,NCP_score,NCP_score/noise_ratio
14,440277,3.76,0.595
14,440400,2.43,0.435
14,440531,2.07,0.758
14,440684,0.53,0.53
14,441611,4.4,0.669
14,441954,2.13,0.406
14,442100,6.34,1.642
14,442271,1.92,0.703
14,442420,4.18,2.714
14,442696,3.7,2.312
14,442861,3.71,1.903
14,443232,0.79,1.58
14,443364,0.72,0.9
14,443491,1.26,1.0859999999999999
14,443667,1.42,0.667
14,443827,2.79,1.077
14,443996,3.32,2.614
14,444161,4.59,3.326
14,444327,3.27,1.6769999999999998
14,444640,0.24,0.48
14,444809,0.47,0.94
14,444969,15.33,12.882
14,445127,19.28,8.033
14,445275,4.38,1.315
14,445435,2.13,0.585
14,445613,3.67,1.315
14,445757,9.88,2.722
14,445928,4.27,0.92
14,446102,3.55,1.0170000000000001
14,446237,5.67,1.777
14,446389,6.32,2.8339999999999996
14,446553,3.31,1.254
14,446681,2.3,0.769
14,446829,1.88,1.262
14,447025,6.71,4.692
14,447344,1.56,0.736
14,447529,2.52,0.9059999999999999
14,447704,3.08,1.262
14,447854,3.14,1.163
14,447991,2.98,1.0490000000000002
14,448147,3.16,1.4980000000000002
14,448257,0.87,0.42200000000000004
14,448383,2.11,0.767
14,448701,0.42,0.84
14,448811,1.45,2.736
14,449011,3.33,1.006
14,449169,4.28,1.141
14,449407,1.48,1.113
14,449593,1.08,0.9640000000000001
14,449789,1.5,1.042
14,449986,2.37,0.8320000000000001
14,450155,1.09,0.507
14,450267,5.43,2.181
14,450409,7.78,2.925
14,450571,6.96,4.405
14,450842,2.01,2.233
14,451024,4.18,2.6460000000000004
14,451199,4.49,2.004
14,451367,2.2,0.8
14,451509,2.02,0.898
14,451704,3.03,1.814
14,451867,18.53,9.173
14,452028,13.8,6.8660000000000005
14,452311,2.3,1.983
14,452484,5.27,3.2939999999999996
14,452645,2.72,1.314
14,452791,1.47,0.987
14,452984,2.93,2.289
14,453110,1.41,1.0759999999999998
14,453319,2.4,1.101
14,453439,4.5,1.883
14,453611,3.65,1.077
14,453764,3.49,1.229
14,453963,4.23,1.274
14,454134,2.15,0.943
14,454277,1.67,1.121
14,454395,1.12,1.131
14,454567,2.22,1.337
14,454724,1.68,0.804
14,454833,1.95,0.574
14,454974,1.92,0.509
14,455157,4.98,0.9329999999999999
14,455377,4.37,1.32
14,455508,3.53,1.181
14,455679,4.57,1.199
14,455829,2.38,0.589
14,455983,2.5,0.733
14,456181,2.35,1.25
14,456469,9.48,8.389
14,456620,9.46,5.5
14,456781,4.85,2.4130000000000003
14,456932,3.81,1.78
14,457082,2.23,1.1740000000000002
14,457228,1.04,1.01
14,457398,2.3,4.6
14,457689,5.81,8.183
14,457863,4.73,3.7239999999999998
14,458037,3.76,3.1069999999999998
14,458185,2.74,2.092
14,458348,3.57,2.088
14,458500,2.5,2.252
14,458650,1.69,3.38
14,458761,0.28,0.43799999999999994
14,458905,3.91,2.125
14,459115,5.85,2.812
14,459272,2.33,1.864
14,459437,1.98,2.912
14,459589,0.59,0.8190000000000001
14,459756,0.78,1.56
14,459912,1.45,1.706
14,460095,2.33,1.036
14,460287,3.67,1.083
14,460405,3.05,0.902
14,460581,1.71,0.919
14,460774,1.76,1.0170000000000001
14,460915,2.65,0.95
14,461028,1.91,0.639
14,461185,0.91,0.5
14,461301,2.09,1.537
14,461479,1.39,2.725
14,461650,2.13,2.367
14,461835,7.5,4.934
14,462022,1.17,2.34
14,462321,1.4,2.8
14,462498,2.16,1.1079999999999999
14,462703,3.17,1.517
14,462899,3.14,1.4669999999999999
14,463030,1.71,0.655
14,463143,2.58,1.4180000000000001
14,463378,1.92,1.641
14,463504,2.49,1.5859999999999999
14,463635,2.38,1.619
14,463828,1.22,0.797
14,464067,2.01,0.7759999999999999
14,464193,3.47,1.28
14,464344,3.09,0.858
14,464488,3.22,0.961
14,464647,4.13,1.595
14,464915,3.4,1.574
14,465057,2.66,1.52
14,465300,3.75,2.119
14,465558,3.71,2.968
14,465734,4.17,1.556
14,465906,5.78,2.6510000000000002
14,466066,2.79,2.082
14,466297,5.4,2.455
14,466444,3.89,1.355
14,466603,2.14,1.115
14,466722,0.49,0.441
14,466867,1.38,2.76
14,467060,1.05,1.3119999999999998
14,467239,2.03,1.08
14,467390,8.43,3.9760000000000004
14,467531,3.4,1.423
14,467728,3.97,1.545
14,467895,7.35,2.106
14,468062,5.67,2.2680000000000002
14,468236,1.83,0.9790000000000001
14,468363,3.37,1.3530000000000002
14,468517,3.1,1.3030000000000002
14,468689,2.59,1.933
14,468881,1.25,0.595
14,469011,2.05,0.8690000000000001
14,469119,2.13,0.877
14,469281,2.6,1.453
14,469439,3.59,1.639
14,469611,5.43,3.4810000000000003
14,469760,1.84,1.314
14,469878,0.64,0.877
14,470039,1.27,0.564
14,470263,2.59,1.112
14,470377,1.92,1.043
14,470645,1.92,1.401
14,470804,4.19,2.6519999999999997
14,470971,1.16,1.261
14,471151,0.6,1.2
14,471414,7.17,6.235
14,471587,2.41,1.47
14,471732,7.03,4.235
14,471913,1.84,1.051
14,472084,2.76,1.095
14,472250,3.94,1.85
14,472381,3.8,2.032
14,472627,1.57,0.877
14,472742,3.22,0.973
14,472962,4.65,2.2359999999999998
14,473121,1.25,1.374
14,473450,1.95,3.9
14,473559,1.94,3.88
14,473723,5.35,2.524
14,473930,4.89,3.543
14,474090,5.27,3.253
14,474254,4.08,2.292
14,474368,1.75,0.871
14,474603,4.73,1.425
14,474759,4.57,1.5759999999999998
14,474872,1.36,0.8190000000000001
14,474986,1.75,0.9259999999999999
14,475178,1.96,1.181
14,475330,1.23,0.872
14,475506,1.53,0.968
14,475705,3.98,1.785
14,475868,8.62,2.6689999999999996
14,476029,2.51,0.845
14,476291,6.27,2.036
14,476443,12.2,5.9510000000000005
14,476607,8.39,8.067
14,476729,0.41,0.456
14,476904,1.21,1.1420000000000001
14,477059,3.29,2.208
14,477230,5.16,1.6969999999999998
14,477366,2.54,0.64
14,477497,1.72,0.564
14,477662,1.84,0.5379999999999999
14,477841,1.54,0.475
14,477996,1.16,0.748
14,478158,2.81,1.724
14,478439,3.25,2.407
14,478855,1.38,0.693
14,479004,2.24,1.028
14,479144,1.41,0.758
14,479371,0.3,0.429
14,479491,0.28,0.43799999999999994
14,479789,2.6,0.7140000000000001
14,479977,3.14,0.706
14,480130,2.9,0.853
14,480333,2.06,0.698
14,480508,2.19,0.51
14,480635,2.98,0.8759999999999999
14,480783,2.39,0.503
14,481427,2.02,0.7140000000000001
14,481615,1.61,0.526
14,481764,2.07,0.614
14,482258,2.43,0.946
14,482409,2.06,0.669
14,482550,1.73,0.429
14,482827,1.09,0.45799999999999996
14,482939,1.29,0.655
14,483090,0.49,0.45399999999999996
14,483360,0.6,0.526
14,483515,3.81,3.928
14,483688,7.01,2.6860000000000004
14,483837,8.87,2.1319999999999997
14,484039,3.9,1.6119999999999999
14,484175,3.23,1.308
14,484346,5.12,3.556
14,484507,2.39,1.732
14,484669,3.68,1.219
14,484819,3.18,1.05
14,484942,1.98,0.6729999999999999
14,485121,2.28,0.773
14,485281,1.46,0.88
14,485411,0.59,0.8079999999999999
14,485590,6.62,7.523
14,485766,10.48,4.7
14,485925,6.23,2.043
14,486106,3.29,1.196
14,486273,3.35,1.4140000000000001
14,486451,1.47,1.2890000000000001
14,486660,0.35,0.7
14,486794,2.19,2.147
14,486958,8.63,2.6069999999999998
14,487119,8.39,2.55
14,487361,1.99,0.491
14,487486,3.34,0.9129999999999999
14,487647,4.89,1.315
14,487813,6.63,1.598
14,487964,6.73,2.103
14,488109,1.79,1.3880000000000001
14,488426,4.89,1.455
14,488578,5.87,1.4080000000000001
14,488757,1.87,0.94
14,488930,2.53,0.746
14,489069,3.02,0.795
14,489240,1.19,0.506
14,489366,2.43,1.0659999999999998
14,489581,2.55,0.71
14,489756,4.07,0.978
14,489916,7.89,1.757
14,490075,2.23,0.7879999999999999
14,490218,0.59,0.747
14,490341,7.7,5.167999999999998
14,490509,6.62,1.9469999999999998
14,490672,2.39,0.479
14,491239,2.01,0.557
14,491667,5.82,1.102
14,491849,2.12,0.688
14,492015,3.16,1.175
14,492177,2.02,0.5870000000000001
14,492358,4.18,1.248
14,492620,6.72,1.6230000000000002
14,492748,3.64,0.765
14,492859,1.31,0.504
14,492993,0.65,1.0
14,493145,0.24,0.45299999999999996
14,493320,1.84,2.14
14,493498,3.28,2.504
14,493691,1.93,3.642
14,493845,0.84,1.68
14,493983,0.84,0.894
14,494143,3.11,1.178
14,494310,1.61,0.7120000000000001
14,494476,1.74,1.1079999999999999
14,494668,2.22,1.018
14,494817,4.29,3.109
14,494991,4.8,3.0380000000000003
14,495189,0.87,0.455
14,495411,0.38,0.494
14,495574,2.05,1.4040000000000001
14,495723,3.72,1.8880000000000001
14,495935,2.7,0.828
14,496107,5.04,1.251
14,496275,5.72,1.402
14,496434,2.91,0.654
14,496576,2.39,0.514
14,496758,4.74,0.7859999999999999
14,496920,4.56,0.987
14,497112,4.19,1.3780000000000001
14,497277,9.68,2.185
14,497439,10.0,2.024
14,497615,7.99,1.8
14,497781,6.62,1.465
14,497968,3.54,1.278
14,498119,6.3,2.093
14,498268,6.57,2.7489999999999997
14,498451,2.2,3.86
14,498804,1.87,1.7309999999999999
14,498971,3.48,3.742
14,499182,1.47,1.157
14,499340,2.17,1.5390000000000001
14,499448,0.28,0.56
14,499683,2.62,2.063
14,499829,3.98,1.508
14,499987,0.98,0.4320000000000001
14,500096,1.33,0.655
14,500272,2.62,3.4930000000000003
14,500405,0.55,1.1
14,500559,0.3,0.6
14,500739,0.38,0.731
14,500987,1.19,2.38
14,501161,0.78,1.56
14,501298,0.21,0.42
14,501469,5.27,4.705
14,501623,4.66,1.676
14,501797,1.99,0.5670000000000001
14,501938,2.91,1.213
14,502085,3.3,0.624
14,502239,5.5,0.977
14,502400,2.27,0.48
14,502580,2.47,0.779
14,502712,2.94,1.081
14,502843,1.0,1.031
14,502955,0.29,0.58
14,503091,0.46,0.92
14,503605,0.85,1.012
14,503778,1.26,0.565
14,503972,1.93,0.588
14,504143,5.94,2.048
14,504276,6.14,1.531
14,504680,2.79,1.187
14,504977,2.62,1.061
14,505241,3.93,1.409
14,505390,3.58,1.8840000000000001
14,505540,0.95,0.556
14,505714,0.56,0.848
14,505870,0.8,0.447
14,506008,1.17,0.41200000000000003
14,506217,2.43,0.897
14,506484,2.82,0.8490000000000001
14,506655,2.85,0.821
14,506763,2.32,0.856
14,506907,1.43,0.54
14,507063,0.81,0.529
14,507379,0.39,0.78
14,507498,0.31,0.62
14,507645,1.57,1.04
14,507794,5.46,1.761
14,507994,2.77,0.653
14,508142,1.71,0.40700000000000003
14,508283,2.69,0.693
14,508429,2.49,0.6940000000000001
14,508775,3.46,1.306
14,508931,1.7,0.44
14,509113,1.91,0.6679999999999999
14,509254,1.74,1.036
14,509410,2.11,2.4530000000000003
14,509562,3.67,1.817
14,509699,4.31,2.449
14,509856,2.22,2.0
14,510047,5.93,4.8210000000000015
14,510218,6.6,11.0
14,510524,2.04,4.0
14,510690,1.98,1.347
14,510851,1.52,1.3940000000000001
14,511011,3.47,2.427
14,511207,2.92,1.8019999999999998
14,511357,13.57,6.312
14,511518,4.85,1.9480000000000002
14,511681,3.28,0.768
14,511830,5.05,1.2919999999999998
14,511939,1.63,0.5379999999999999
14,512064,2.98,0.8590000000000001
14,512233,3.49,1.837
14,512431,0.71,1.42
14,512589,0.94,0.825
14,512738,1.85,0.723
14,512923,1.97,1.119
14,513084,2.03,2.256
14,513238,4.4,1.913
14,513347,1.97,0.701
14,513476,1.98,0.975
14,513647,2.58,1.3030000000000002
14,513797,2.69,2.1180000000000003
14,513934,1.13,1.189
14,514133,0.79,0.568
14,514272,4.61,1.629
14,514444,4.42,1.5730000000000002
14,514591,3.73,1.768
14,514771,5.77,3.1189999999999998
14,514919,5.49,4.357
14,515187,2.62,1.735
14,515356,8.41,3.198
14,515515,5.88,4.558
14,515648,0.79,0.79
14,515760,3.98,2.97
14,515910,3.41,1.3119999999999998
14,516061,3.81,1.601
14,516272,3.57,1.475
14,516433,4.43,1.4380000000000002
14,516592,3.76,0.9590000000000001
14,516817,1.66,3.255
14,517027,0.32,0.64
14,517245,1.45,1.5930000000000002
14,517400,4.66,1.902
14,517625,2.99,0.812
14,517751,1.94,0.604
14,518432,1.21,0.522
14,518582,2.11,0.449
14,519382,2.69,2.319
14,519496,1.59,0.8640000000000001
14,519610,2.2,2.821
14,519770,5.58,4.537
14,519933,1.56,1.902
14,520141,0.67,1.34
14,520379,0.55,1.1
14,520548,0.46,0.92
14,520709,0.35,0.7
14,521003,0.44,0.88
14,521169,0.39,0.78
14,521350,1.79,3.377
14,521510,3.75,7.5
14,521643,1.36,2.345
14,521786,0.72,1.412
14,521943,0.84,1.68
14,522115,0.84,1.68
14,522280,3.55,2.367
14,522458,7.69,2.197
14,522637,13.75,1.993
14,522787,14.25,2.908
14,522949,5.81,5.187
14,523298,1.05,2.1
14,523416,1.36,1.162
14,523632,5.11,1.8319999999999999
14,523791,0.97,0.44299999999999995
14,523981,0.94,0.922
14,524130,0.65,0.867
14,524290,1.38,2.76
14,524421,0.39,0.78
14,524530,0.27,0.54
14,524709,0.32,0.64
14,524817,1.33,1.4780000000000002
14,524991,2.77,1.8840000000000001
14,525123,1.02,0.54
14,525261,1.55,0.7140000000000001
14,525429,2.03,0.736
14,525599,5.06,1.659
14,525767,8.51,9.456
14,526068,5.29,3.1489999999999996
14,526250,7.43,2.154
14,526441,3.13,0.7979999999999999
14,526605,8.4,1.995
14,526738,2.9,0.884
14,526935,1.78,0.551
14,527089,4.41,1.1420000000000001
14,527240,5.48,1.181
14,527417,1.85,0.885
14,527569,2.62,1.04
14,527732,3.39,0.708
14,527913,3.17,0.991
14,528071,2.09,0.816
14,528258,2.49,0.862
14,528465,2.14,0.598
14,528609,2.0,0.474
14,528840,2.04,1.14
14,529033,1.17,1.026
14,529158,3.69,1.618
14,529344,2.39,0.7609999999999999
14,529511,1.19,1.044
14,529823,2.38,4.76
14,530015,3.04,1.4980000000000002
14,530193,3.39,1.599
14,530326,2.34,0.845
14,530518,4.74,2.135
14,530667,2.9,0.879
14,530816,2.18,0.82
14,530973,4.28,1.206
14,531134,4.24,1.4769999999999999
14,531295,3.01,1.275
14,531475,1.49,0.703
14,531734,3.11,1.777
14,531914,3.48,1.217
14,532173,1.82,0.85
14,532344,1.31,1.598
14,532497,0.47,0.94
14,532695,4.35,2.559
14,532865,11.0,3.7289999999999996
14,533025,6.15,2.431
14,533197,2.61,1.0
14,533338,3.06,1.33
14,533553,2.57,0.902
14,533703,3.2,1.475
14,533822,1.75,0.9940000000000001
14,534056,0.69,0.535
14,534175,0.66,0.42
14,534287,2.57,1.1320000000000001
14,534478,5.2,2.938
14,534611,8.08,4.7810000000000015
14,534789,12.37,12.622
14,534968,4.19,8.38
14,535229,1.79,1.7719999999999998
14,535373,2.37,1.5490000000000002
14,535581,1.5,0.728
14,535758,3.37,0.9940000000000001
14,535950,2.95,0.8190000000000001
14,536099,3.47,1.205
14,536263,2.08,0.644
14,536377,3.9,1.383
14,536642,1.85,1.045
14,536775,2.61,1.788
14,536951,1.27,0.83
14,537117,1.35,1.709
14,537269,2.84,1.535
14,537441,3.16,1.827
14,537601,3.0,1.508
14,537753,9.65,3.642
14,537923,3.49,1.436
14,538042,0.69,0.5429999999999999
14,538177,1.02,0.843
14,538347,2.48,2.362
14,538529,4.05,3.266
14,538711,4.81,2.898
14,538888,3.16,1.3
14,539007,2.02,1.069
14,539152,1.84,1.0759999999999998
14,539358,2.29,1.032
14,539564,2.84,1.136
14,539758,1.14,0.626
14,539882,2.04,1.686
14,540098,3.34,1.246
14,540326,2.17,0.635
14,540449,2.1,0.905
14,540624,1.54,0.9690000000000001
14,540769,1.47,0.645
14,540932,1.4,1.6280000000000001
14,541069,3.13,1.656
14,541203,3.5,1.383
14,541376,8.37,2.032
14,541519,7.29,1.992
14,541708,2.64,0.652
14,542103,4.3,1.141
14,542446,1.76,0.5660000000000001
14,542578,2.59,0.8140000000000001
14,542750,1.06,0.419
14,542997,1.83,0.698
14,543152,1.75,0.8540000000000001
14,543314,3.09,2.046
14,543521,2.25,0.6579999999999999
14,543701,4.01,1.4580000000000002
14,543861,2.51,0.615
14,544023,4.21,0.972
14,544208,1.48,0.679
14,544440,2.38,1.128
14,544556,1.6,0.737
14,544712,3.51,1.36
14,544951,1.64,0.603
14,545231,2.37,2.116
14,545421,0.99,0.825
14,545588,1.64,0.456
14,545756,4.03,1.168
14,545873,2.59,1.02
14,545991,2.05,1.3230000000000002
14,546185,1.46,0.589
14,546475,1.96,0.59
14,546637,2.5,0.718
14,546853,3.29,1.838
14,547034,1.43,0.856
14,547976,1.2,1.071
14,548303,2.77,0.92
14,548424,2.7,0.718
14,548664,1.99,0.536
14,548844,3.04,0.84
14,549031,2.14,0.5539999999999999
14,549204,4.39,1.449
14,549327,1.83,0.723
14,549484,3.57,2.125
14,549655,4.01,1.392
14,549842,3.73,1.107
14,550038,1.61,1.505
14,550194,2.93,1.472
14,550367,3.9,1.605
14,550550,3.18,0.9109999999999999
14,550723,3.11,1.1520000000000001
14,550878,1.91,2.195
14,550987,0.84,1.235
14,551198,3.37,1.4980000000000002
14,551368,8.98,3.7889999999999997
14,551528,9.54,6.235
14,551698,4.32,2.193
14,551827,3.22,0.9670000000000001
14,552002,4.02,1.558
14,552161,0.45,0.474
14,552289,0.99,0.611
14,552425,2.0,0.866
14,552595,2.5,1.337
14,552798,5.91,1.642
14,553009,5.29,0.86
14,553252,1.53,1.125
14,553381,2.63,1.765
14,553530,3.11,1.525
14,553766,3.03,0.935
14,553913,5.24,1.919
14,554075,2.93,1.258
14,554216,2.09,1.072
14,554334,1.27,0.841
14,554484,4.13,1.995
14,554628,9.39,5.428
14,554784,4.74,5.5120000000000005
14,555071,3.53,3.017
14,555234,4.05,1.341
14,555385,5.05,1.672
14,555574,3.34,1.713
14,555710,1.25,0.8170000000000001
14,555866,3.37,2.247
14,556015,2.73,1.27
14,556260,3.3,1.213
14,556443,3.45,1.19
14,556632,2.47,1.0979999999999999
14,556785,0.63,0.778
14,556910,0.36,0.72
14,557072,5.48,9.964
14,557214,4.63,4.248
14,557421,2.29,1.055
14,557562,2.03,0.8420000000000001
14,557675,3.26,1.2209999999999999
14,557938,2.52,0.9
14,558096,4.25,1.0070000000000001
14,558259,4.98,1.197
14,558420,2.33,0.7240000000000001
14,558608,2.05,0.439
14,558797,3.37,0.96
14,558904,1.43,0.57
14,559076,1.35,0.605
14,559196,0.74,0.428
14,559435,0.44,0.733
14,559721,2.39,1.238
14,560176,1.91,0.565
14,560332,3.19,0.872
14,560454,1.44,0.40399999999999997
14,560579,3.15,1.8980000000000001
14,560762,0.42,0.75
14,560895,3.1,1.6580000000000001
14,561044,2.88,1.485
14,561218,1.05,1.544
14,561454,1.48,1.276
14,561688,2.79,1.13
14,561857,3.91,5.078
14,561964,2.0,2.5639999999999996
14,562085,2.11,3.8360000000000003
14,562298,0.77,0.7859999999999999
14,562565,0.27,0.54
14,562674,0.29,0.58
14,562805,1.42,2.84
14,562912,0.89,0.9570000000000001
14,563036,3.7,6.607
14,563144,0.94,1.205
14,563368,1.49,2.865
14,563536,1.52,3.04
14,563645,0.55,1.1
14,563797,0.32,0.64
14,564237,4.13,8.26
14,564380,9.65,19.3
14,564569,5.58,2.405
14,564679,3.29,0.968
14,564870,5.01,1.764
14,565086,9.03,5.506
14,565235,15.09,8.982000000000003
14,565395,0.34,0.68
14,565610,1.44,1.321
14,565724,7.03,4.185
14,565875,6.71,4.194
14,565986,1.91,1.492
14,566098,1.82,3.64
14,566237,1.15,1.4369999999999998
14,566375,2.11,0.9420000000000001
14,566564,7.13,3.2710000000000004
14,566694,5.48,1.215
14,566868,12.44,1.885
14,567047,2.9,0.868
14,567226,3.69,1.171
14,567376,10.0,3.5210000000000004
14,567561,6.13,2.878
14,567713,2.24,3.862
14,567883,0.46,0.7190000000000001
14,568005,0.96,1.043
14,568130,0.24,0.48
14,568389,0.84,1.037
14,568602,4.51,2.685
14,568766,5.69,3.327
14,568877,2.44,0.772
14,569034,2.94,0.731
14,569183,3.83,1.0
14,569357,3.39,0.919
14,569538,2.19,0.732
14,569745,1.37,0.757
14,569932,0.34,0.607
14,570096,1.08,1.069
14,570259,1.95,1.99
14,570458,1.78,2.171
14,570600,3.52,2.909
14,570758,3.26,1.672
14,570942,5.98,3.215
14,571099,1.61,0.9420000000000001
14,571281,3.85,3.263
14,571454,1.84,1.219
14,571591,2.95,1.879
14,571744,0.85,0.4970000000000001
14,571896,3.59,2.74
14,572070,7.54,2.556
14,572231,1.8,0.69
14,572388,1.05,0.972
14,572564,2.42,2.574
14,572742,4.07,3.667
14,572907,3.2,2.5810000000000004
14,573054,0.77,0.579
14,573201,1.11,1.37
14,573452,1.28,0.7759999999999999
14,573574,3.77,1.7619999999999998
14,573705,1.74,0.7190000000000001
14,573865,2.4,0.833
14,574117,0.97,1.329
14,574418,1.56,3.12
14,574597,2.02,0.74
14,574754,3.48,1.172
14,574891,2.44,1.3259999999999998
14,575020,1.78,0.828
14,575210,3.83,1.067
14,575370,3.08,0.875
14,575561,1.6,0.741
14,575702,2.18,0.986
14,575859,2.07,1.183
14,576056,1.7,0.59
14,576584,0.61,0.735
14,576821,0.68,1.36
14,576994,0.48,0.96
14,577120,0.57,1.14
14,577228,1.0,0.971
14,577400,1.85,0.7909999999999999
14,577647,1.75,0.888
14,577789,3.89,1.7519999999999998
14,577964,3.91,1.5390000000000001
14,578130,1.64,0.621
14,578313,4.93,1.541
14,578443,4.12,1.073
14,578626,4.29,1.215
14,578788,4.03,1.665
14,579097,7.07,3.761
14,579280,8.87,2.31
14,579531,1.62,0.779
14,579710,3.09,0.9359999999999999
14,579868,7.51,1.68
14,580010,3.68,0.632
14,580180,7.54,1.6680000000000001
14,580358,9.28,3.569
14,580499,2.46,1.093
14,580705,4.54,2.112
14,580841,3.08,1.6130000000000002
14,581050,2.58,0.8690000000000001
14,581179,1.78,0.937
14,581309,2.64,1.327
14,581516,1.83,0.75
14,581686,0.62,1.24
14,581949,4.29,2.715
14,582106,5.7,2.415
14,582277,3.59,2.679
14,582433,4.6,4.466
14,582607,6.7,1.9709999999999999
14,582786,9.23,2.435
14,582939,2.4,0.863
14,583069,5.52,2.6039999999999996
14,583197,1.88,0.608
14,583306,2.07,0.77
14,583442,1.49,0.575
14,583560,0.83,0.902
14,583670,2.84,2.073
14,583789,1.51,1.11
14,583954,0.69,0.431
14,584091,0.95,0.779
14,584226,1.13,0.45899999999999996
14,584338,5.52,1.81
14,584471,2.52,0.787
14,584643,2.68,0.655
14,584846,3.77,0.917
14,584985,3.54,0.937
14,585120,2.51,0.659
14,585293,1.25,0.433
14,585409,0.62,0.9690000000000001
14,585651,0.52,1.04
14,585839,2.23,1.18
14,585953,0.69,0.639
14,586082,0.54,0.568
14,586421,2.18,1.58
14,586537,1.01,0.483
14,586678,2.4,1.121
14,586823,2.16,1.6740000000000002
14,587136,0.91,1.422
14,587310,2.23,1.18
14,587465,8.25,2.806
14,587631,7.25,4.05
14,587859,0.89,0.654
14,588086,1.56,1.405
14,588286,8.26,6.305
14,588445,3.76,1.8159999999999998
14,588616,1.79,0.882
14,588723,2.0,0.669
14,588920,2.86,0.784
14,589143,2.61,0.956
14,589269,1.32,0.493
14,589497,2.33,0.62
14,589709,3.55,0.937
14,589904,2.57,1.089
14,590013,2.14,0.82
14,590161,5.12,1.625
14,590355,10.47,4.2219999999999995
14,590525,4.43,2.032
14,590703,5.17,1.795
14,590843,11.01,3.745
14,591001,6.04,2.387
14,591169,4.12,2.6239999999999997
14,591339,0.41,0.5
14,591448,6.51,8.037
14,591608,4.16,1.944
14,591799,3.45,1.2229999999999999
14,591941,2.27,0.7070000000000001
14,592088,2.98,1.226
14,592239,3.01,1.7009999999999998
14,592352,3.25,1.847
14,592514,2.51,1.4340000000000002
14,592698,6.01,6.678
14,592878,1.06,1.2930000000000001
14,593150,6.98,12.464
14,593321,5.87,5.2410000000000005
14,593513,2.72,1.347
14,593722,2.89,1.452
14,593881,5.88,1.656
14,594012,13.64,3.737
14,594180,16.06,3.965
14,594327,4.9,1.531
14,594485,3.55,1.2409999999999999
14,594664,2.92,1.4040000000000001
14,594828,3.39,1.063
14,594950,2.13,0.687
14,595145,1.66,0.664
14,595263,1.34,0.882
14,595504,2.07,0.6809999999999999
14,595705,4.87,1.996
14,595819,1.83,0.81
14,595957,1.16,0.682
14,596185,3.22,1.6680000000000001
14,596357,5.97,1.4180000000000001
14,596588,2.21,0.644
14,596833,4.22,1.402
14,596973,2.82,0.8029999999999999
14,597154,4.89,1.426
14,597317,4.2,1.148
14,597478,4.53,1.515
14,597650,2.46,4.92
14,597876,2.68,1.155
14,598045,7.66,2.032
14,598196,2.62,0.8759999999999999
14,598366,2.14,0.96
14,598545,1.61,0.809
14,598657,3.97,2.612
14,598804,1.21,0.6759999999999999
14,599020,1.8,1.6219999999999999
14,599177,3.32,2.199
14,599324,4.44,2.846
14,599489,4.29,2.167
14,599667,8.37,6.591
14,599865,2.73,2.084
14,600019,2.15,0.821
14,600183,8.68,3.227
14,600357,3.69,2.5269999999999997
14,600509,0.78,0.4970000000000001
14,600662,2.29,1.672
14,600799,1.67,0.982
14,600953,2.14,1.74
14,601131,1.41,0.77
14,601323,3.84,1.324
14,601495,4.84,1.722
14,601653,2.77,2.289
14,601795,1.37,1.827
14,601994,1.26,1.286
14,602136,1.66,1.6440000000000001
14,602253,0.69,1.113
14,602410,0.27,0.54
14,602577,0.48,0.96
14,602861,1.14,0.61
14,603099,3.16,0.782
14,603239,3.89,1.43
14,603398,5.93,1.517
14,603560,4.59,0.8809999999999999
14,603716,5.03,0.701
14,603882,4.95,1.0270000000000001
14,604062,4.52,1.27
14,604224,2.78,0.85
14,604376,1.47,1.771
14,604537,0.36,0.72
14,604693,0.65,0.97
14,605006,0.63,0.6629999999999999
14,605343,4.37,2.665
14,605517,2.09,0.789
14,605679,0.91,1.123
14,606099,2.58,5.16
14,606259,2.64,5.28
14,606442,1.39,2.242
14,606616,5.03,2.168
14,606787,4.12,1.71
14,606950,1.94,0.802
14,607099,3.32,2.024
14,607287,5.01,1.659
14,607476,2.64,0.9640000000000001
14,607634,3.9,1.84
14,607816,2.62,0.9420000000000001
14,608037,2.6,0.828
14,608233,2.6,1.012
14,608413,4.27,1.078
14,608667,1.63,0.867
14,608794,2.03,1.327
14,608908,3.48,1.7309999999999999
14,609103,2.63,2.3480000000000003
14,609265,2.3,1.983
14,609433,0.66,1.32
14,609732,0.87,1.13
14,609867,3.73,2.9139999999999997
14,610019,0.9,0.9470000000000001
14,610264,1.23,1.06
14,610418,0.61,0.545
14,610555,0.55,0.733
14,610776,1.77,1.196
14,610888,1.44,0.75
14,611026,1.24,0.5660000000000001
14,611173,1.09,0.649
14,611373,3.26,1.8630000000000002
14,611511,4.15,1.9580000000000002
14,611654,4.29,3.972
14,611885,1.43,0.606
14,612072,1.83,0.813
14,612257,2.91,1.0
14,612501,2.52,0.575
14,612651,6.08,2.089
14,612794,5.5,2.57
14,612974,3.07,0.997
14,613173,0.79,0.41600000000000004
14,613404,0.83,1.482
14,613626,3.69,4.792
14,613788,2.72,2.4290000000000003
14,613983,3.2,1.839
14,614151,4.71,2.56
14,614380,1.39,0.764
14,614654,1.46,1.09
14,614801,1.5,0.682
14,614986,1.47,0.561
14,615133,4.13,1.53
14,615301,4.57,2.126
14,615443,0.47,0.435
14,615564,1.46,0.9670000000000001
14,615698,1.68,0.7090000000000001
14,615876,1.99,0.884
14,616179,2.03,0.653
14,616372,3.58,0.8420000000000001
14,616528,2.42,0.59
