name,orf_name,chr,start,stop,length,strand,orf_class
HOR7,YMR251W-A,13,774751,774930,179,+,Verified
YMR252C,YMR252C,13,775314,775718,404,-,Uncharacterized
YMR253C,YMR253C,13,775945,777189,1244,-,Uncharacterized
YMR254C,YMR254C,13,777614,777922,308,-,Dubious
GFD1,YMR255W,13,778000,778566,566,+,Verified
COX7,YMR256C,13,778944,779126,182,-,Verified
PET111,YMR257C,13,779628,782030,2402,-,Verified
YMR258C,YMR258C,13,782619,784280,1661,-,Uncharacterized
YMR259C,YMR259C,13,784620,788882,4262,-,Uncharacterized
TIF11,YMR260C,13,789377,789838,461,-,Verified
TPS3,YMR261C,13,790204,793368,3164,-,Verified
YMR262W,YMR262W,13,793725,794666,941,+,Uncharacterized
SAP30,YMR263W,13,794918,795523,605,+,Verified
CUE1,YMR264W,13,795804,796415,611,+,Verified
YMR265C,YMR265C,13,796539,797924,1385,-,Uncharacterized
RSN1,YMR266W,13,798517,801378,2861,+,Verified
PPA2,YMR267W,13,801771,802703,932,+,Verified
PRP24,YMR268C,13,802887,804221,1334,-,Verified
TMA23,YMR269W,13,804455,805090,635,+,Verified
RRN9,YMR270C,13,805325,806422,1097,-,Verified
URA10,YMR271C,13,806864,807547,683,-,Verified
SCS7,YMR272C,13,809622,810776,1154,-,Verified
YMR272W-A,YMR272W-A,13,810465,810578,113,+,Dubious
YMR272W-B,YMR272W-B,13,811088,811195,107,+,Uncharacterized
ZDS1,YMR273C,13,811232,813979,2747,-,Verified
RCE1,YMR274C,13,814363,815310,947,-,Verified
BUL1,YMR275C,13,815650,818580,2930,-,Verified
DSK2,YMR276W,13,818826,819947,1121,+,Verified
FCP1,YMR277W,13,820255,822453,2198,+,Verified
PGM3,YMR278W,13,822762,824630,1868,+,Verified
YMR279C,YMR279C,13,824728,826350,1622,-,Uncharacterized
CAT8,YMR280C,13,827027,831328,4301,-,Verified
GPI12,YMR281W,13,832338,833252,914,+,Verified
AEP2,YMR282C,13,833355,835097,1742,-,Verified
RIT1,YMR283C,13,835325,836866,1541,-,Verified
YKU70,YMR284W,13,838186,839994,1808,+,Verified
NGL2,YMR285C,13,840143,841690,1547,-,Verified
MRPL33,YMR286W,13,841941,842201,260,+,Verified
DSS1,YMR287C,13,842435,845344,2909,-,Verified
HSH155,YMR288W,13,845570,848485,2915,+,Verified
ABZ2,YMR289W,13,848684,849808,1124,+,Verified
HAS1,YMR290C,13,850073,851590,1517,-,Verified
YMR290W-A,YMR290W-A,13,851421,851768,347,+,Dubious
YMR291W,YMR291W,13,852629,854389,1760,+,Uncharacterized
GOT1,YMR292W,13,854794,855292,498,+,Verified
LRC6,YMR293C,13,855398,856792,1394,-,Uncharacterized
JNM1,YMR294W,13,856965,858086,1121,+,Verified
YMR294W-A,YMR294W-A,13,858208,858567,359,+,Dubious
YMR295C,YMR295C,13,858296,858889,593,-,Verified
LCB1,YMR296C,13,859214,860890,1676,-,Verified
PRC1,YMR297W,13,861921,863519,1598,+,Verified
LIP1,YMR298W,13,863818,864270,452,+,Verified
DYN3,YMR299C,13,864411,865349,938,-,Verified
ADE4,YMR300C,13,865558,867090,1532,-,Verified
ATM1,YMR301C,13,867554,869626,2072,-,Verified
YME2,YMR302C,13,870072,872624,2552,-,Verified
ADH2,YMR303C,13,873290,874336,1046,-,Verified
UBP15,YMR304W,13,874986,878678,3692,+,Verified
YMR304C-A,YMR304C-A,13,878779,879129,350,-,Dubious
SCW10,YMR305C,13,879062,880231,1169,-,Verified
FKS3,YMR306W,13,881158,886515,5357,+,Verified
YMR306C-A,YMR306C-A,13,886182,886571,389,-,Dubious
GAS1,YMR307W,13,887002,888681,1679,+,Verified
YMR307C-A,YMR307C-A,13,887730,887924,194,-,Dubious
PSE1,YMR308C,13,888951,892220,3269,-,Verified
NIP1,YMR309C,13,892987,895425,2438,-,Verified
YMR310C,YMR310C,13,895715,896668,953,-,Uncharacterized
GLC8,YMR311C,13,896913,897602,689,-,Verified
ELP6,YMR312W,13,898404,899225,821,+,Verified
TGL3,YMR313C,13,899378,901306,1928,-,Verified
PRE5,YMR314W,13,901708,902412,704,+,Verified
YMR315W,YMR315W,13,902799,903848,1049,+,Uncharacterized
YMR315W-A,YMR315W-A,13,904285,904392,107,+,Uncharacterized
DIA1,YMR316W,13,904823,905833,1010,+,Verified
YMR316C-A,YMR316C-A,13,905660,905971,311,-,Dubious
YMR316C-B,YMR316C-B,13,907319,907627,308,-,Dubious
YMR317W,YMR317W,13,907362,910784,3422,+,Uncharacterized
ADH6,YMR318C,13,911059,912141,1082,-,Verified
FET4,YMR319C,13,912878,914536,1658,-,Verified
YMR320W,YMR320W,13,916744,917049,305,+,Dubious
YMR321C,YMR321C,13,917577,917894,317,-,Uncharacterized
SNO4,YMR322C,13,918364,919077,713,-,Uncharacterized
ERR3,YMR323W,13,920086,921399,1313,+,Verified
YMR324C,YMR324C,13,922200,922442,242,-,Dubious
PAU19,YMR325W,13,922639,923013,374,+,Uncharacterized
YMR326C,YMR326C,13,923492,923800,308,-,Dubious
YRF1-6,YNL339C,14,371,6098,5727,-,Verified
YNL339W-B,YNL339W-B,14,734,1216,482,+,Dubious
YNL339W-A,YNL339W-A,14,1517,2092,575,+,Dubious
YNL338W,YNL338W,14,6561,6719,158,+,Dubious
YNL337W,YNL337W,14,7165,7419,254,+,Dubious
COS1,YNL336W,14,8330,9475,1145,+,Verified
DDI3,YNL335W,14,11452,12129,677,+,Uncharacterized
SNO2,YNL334C,14,12208,12876,668,-,Verified
SNZ2,YNL333W,14,13267,14163,896,+,Verified
THI12,YNL332W,14,14832,15854,1022,+,Verified
AAD14,YNL331C,14,16118,17248,1130,-,Verified
RPD3,YNL330C,14,18001,19302,1301,-,Verified
PEX6,YNL329C,14,19541,22633,3092,-,Verified
MDJ2,YNL328C,14,22834,23274,440,-,Verified
EGT2,YNL327W,14,24047,27172,3125,+,Verified
PFA3,YNL326C,14,27336,28346,1010,-,Verified
FIG4,YNL325C,14,28738,31377,2639,-,Verified
YNL324W,YNL324W,14,31049,31444,395,+,Dubious
LEM3,YNL323W,14,31943,33187,1244,+,Verified
KRE1,YNL322C,14,33293,34234,941,-,Verified
VNX1,YNL321W,14,34695,37421,2726,+,Verified
YNL320W,YNL320W,14,37699,38553,854,+,Uncharacterized
YNL319W,YNL319W,14,38641,39081,440,+,Dubious
HXT14,YNL318C,14,38706,40328,1622,-,Verified
PFS2,YNL317W,14,40618,42015,1397,+,Verified
PHA2,YNL316C,14,42070,43074,1004,-,Verified
ATP11,YNL315C,14,43323,44279,956,-,Verified
DAL82,YNL314W,14,44446,45213,767,+,Verified
YNL313C,YNL313C,14,45307,48021,2714,-,Uncharacterized
RFA2,YNL312W,14,48286,49215,929,+,Verified
YNL311C,YNL311C,14,49396,51687,2291,-,Verified
ZIM17,YNL310C,14,51906,52430,524,-,Verified
STB1,YNL309W,14,52661,53923,1262,+,Verified
KRI1,YNL308C,14,54121,55896,1775,-,Verified
MCK1,YNL307C,14,56446,57573,1127,-,Verified
MRPS18,YNL306W,14,58155,58808,653,+,Verified
YNL305C,YNL305C,14,58898,59791,893,-,Uncharacterized
YPT11,YNL304W,14,60297,61550,1253,+,Verified
YNL303W,YNL303W,14,61510,61857,347,+,Dubious
RPS19B,YNL302C,14,61958,62943,985,-,Verified
RPL18B,YNL301C,14,63570,64562,992,-,Verified
YNL300W,YNL300W,14,65744,66052,308,+,Uncharacterized
TRF5,YNL299W,14,66517,68445,1928,+,Verified
CLA4,YNL298W,14,68915,71443,2528,+,Verified
MON2,YNL297C,14,71673,76583,4910,-,Verified
YNL296W,YNL296W,14,76273,76587,314,+,Dubious
YNL295W,YNL295W,14,76946,78520,1574,+,Uncharacterized
RIM21,YNL294C,14,78659,80260,1601,-,Verified
MSB3,YNL293W,14,80640,82541,1901,+,Verified
PUS4,YNL292W,14,82806,84017,1211,+,Verified
MID1,YNL291C,14,84169,85815,1646,-,Verified
RFC3,YNL290W,14,86218,87240,1022,+,Verified
PCL1,YNL289W,14,87897,88736,839,+,Verified
CAF40,YNL288W,14,90303,91424,1121,+,Verified
SEC21,YNL287W,14,91994,94801,2807,+,Verified
CUS2,YNL286W,14,95223,96080,857,+,Verified
YNL285W,YNL285W,14,96173,96544,371,+,Dubious
MRPL10,YNL284C,14,103134,104102,968,-,Verified
WSC2,YNL283C,14,105184,106695,1511,-,Verified
POP3,YNL282W,14,107687,108274,587,+,Verified
HCH1,YNL281W,14,108467,108928,461,+,Verified
ERG24,YNL280C,14,109095,110411,1316,-,Verified
PRM1,YNL279W,14,110917,112902,1985,+,Verified
CAF120,YNL278W,14,113271,116453,3182,+,Verified
YNL277W-A,YNL277W-A,14,116679,116867,188,+,Uncharacterized
MET2,YNL277W,14,117349,118809,1460,+,Verified
YNL276C,YNL276C,14,118431,118826,395,-,Dubious
BOR1,YNL275W,14,119268,120998,1730,+,Verified
GOR1,YNL274C,14,121118,122170,1052,-,Verified
TOF1,YNL273W,14,122883,126599,3716,+,Verified
SEC2,YNL272C,14,126805,129084,2279,-,Verified
BNI1,YNL271C,14,129523,135384,5861,-,Verified
ALP1,YNL270C,14,135941,137662,1721,-,Verified
BSC4,YNL269W,14,137700,138095,395,+,Verified
LYP1,YNL268W,14,138551,140386,1835,+,Verified
PIK1,YNL267W,14,140879,144079,3200,+,Verified
YNL266W,YNL266W,14,144246,144665,419,+,Dubious
IST1,YNL265C,14,144281,145282,1001,-,Verified
PDR17,YNL264C,14,145564,146616,1052,-,Verified
YIF1,YNL263C,14,146897,147841,944,-,Verified
POL2,YNL262W,14,148213,154881,6668,+,Verified
ORC5,YNL261W,14,155101,156540,1439,+,Verified
YNL260C,YNL260C,14,156860,157456,596,-,Uncharacterized
ATX1,YNL259C,14,157645,157866,221,-,Verified
DSL1,YNL258C,14,158110,160374,2264,-,Verified
SIP3,YNL257C,14,160632,164321,3689,-,Verified
FOL1,YNL256W,14,164624,167098,2474,+,Verified
GIS2,YNL255C,14,167330,167791,461,-,Verified
RTC4,YNL254C,14,168044,169249,1205,-,Uncharacterized
TEX1,YNL253W,14,170019,171287,1268,+,Verified
MRPL17,YNL252C,14,171442,172287,845,-,Verified
NRD1,YNL251C,14,172589,174316,1727,-,Verified
RAD50,YNL250W,14,175411,179349,3938,+,Verified
MPA43,YNL249C,14,179395,181023,1628,-,Verified
RPA49,YNL248C,14,181362,182609,1247,-,Verified
YNL247W,YNL247W,14,182876,185179,2303,+,Verified
VPS75,YNL246W,14,185461,186350,889,+,Verified
CWC25,YNL245C,14,186347,186886,539,-,Verified
SUI1,YNL244C,14,187171,187497,326,-,Verified
SLA2,YNL243W,14,188052,190958,2906,+,Verified
ATG2,YNL242W,14,191325,196103,4778,+,Verified
ZWF1,YNL241C,14,196427,197944,1517,-,Verified
NAR1,YNL240C,14,198503,199978,1475,-,Verified
LAP3,YNL239W,14,200570,201934,1364,+,Verified
KEX2,YNL238W,14,202429,204873,2444,+,Verified
YTP1,YNL237W,14,205189,206568,1379,+,Verified
SIN4,YNL236W,14,206931,209855,2924,+,Verified
YNL235C,YNL235C,14,209549,209980,431,-,Dubious
YNL234W,YNL234W,14,210234,211514,1280,+,Uncharacterized
BNI4,YNL233W,14,211923,214601,2678,+,Verified
CSL4,YNL232W,14,214924,215802,878,+,Verified
PDR16,YNL231C,14,215988,217043,1055,-,Verified
ELA1,YNL230C,14,217524,218663,1139,-,Verified
URE2,YNL229C,14,219138,220202,1064,-,Verified
YNL228W,YNL228W,14,220646,221422,776,+,Dubious
JJJ1,YNL227C,14,220660,222432,1772,-,Verified
YNL226W,YNL226W,14,222240,222650,410,+,Dubious
CNM67,YNL225C,14,222725,224470,1745,-,Verified
SQS1,YNL224C,14,224797,227100,2303,-,Verified
ATG4,YNL223W,14,227371,228855,1484,+,Verified
SSU72,YNL222W,14,229095,229715,620,+,Verified
POP1,YNL221C,14,231069,233696,2627,-,Verified
ADE12,YNL220W,14,234414,235715,1301,+,Verified
ALG9,YNL219C,14,235997,237664,1667,-,Verified
MGS1,YNL218W,14,238239,240002,1763,+,Verified
YNL217W,YNL217W,14,240332,241312,980,+,Uncharacterized
RAP1,YNL216W,14,241690,244173,2483,+,Verified
IES2,YNL215W,14,244469,245431,962,+,Verified
PEX17,YNL214W,14,245618,246217,599,+,Verified
YNL213C,YNL213C,14,246461,247105,644,-,Verified
VID27,YNL212W,14,247462,249810,2348,+,Verified
YNL211C,YNL211C,14,250056,250316,260,-,Uncharacterized
MER1,YNL210W,14,250932,251744,812,+,Verified
SSB2,YNL209W,14,252060,253901,1841,+,Verified
YNL208W,YNL208W,14,254419,255018,599,+,Verified
RIO2,YNL207W,14,255354,256631,1277,+,Verified
RTT106,YNL206C,14,256789,258156,1367,-,Verified
YNL205C,YNL205C,14,258156,258578,422,-,Dubious
SPS18,YNL204C,14,258376,259278,902,-,Verified
YNL203C,YNL203C,14,259440,260051,611,-,Dubious
SPS19,YNL202W,14,259579,260457,878,+,Verified
PSY2,YNL201C,14,260628,263204,2576,-,Verified
YNL200C,YNL200C,14,263714,264454,740,-,Uncharacterized
GCR2,YNL199C,14,264927,266531,1604,-,Verified
YNL198C,YNL198C,14,266515,266817,302,-,Dubious
WHI3,YNL197C,14,267609,269594,1985,-,Verified
SLZ1,YNL196C,14,270276,271172,896,-,Uncharacterized
YNL195C,YNL195C,14,271524,272309,785,-,Uncharacterized
YNL194C,YNL194C,14,272711,273616,905,-,Verified
YNL193W,YNL193W,14,274369,276045,1676,+,Uncharacterized
CHS1,YNL192W,14,276503,279898,3395,+,Verified
DUG3,YNL191W,14,280433,281506,1073,+,Verified
YNL190W,YNL190W,14,282396,283010,614,+,Uncharacterized
SRP1,YNL189W,14,284261,285889,1628,+,Verified
KAR1,YNL188W,14,286309,287610,1301,+,Verified
YNL187W,YNL187W,14,287996,289069,1073,+,Uncharacterized
UBP10,YNL186W,14,289500,291878,2378,+,Verified
MRPL19,YNL185C,14,292195,292671,476,-,Verified
YNL184C,YNL184C,14,292559,292885,326,-,Dubious
NPR1,YNL183C,14,293139,295511,2372,-,Verified
IPI3,YNL182C,14,295962,297629,1667,-,Verified
YNL181W,YNL181W,14,298337,299560,1223,+,Uncharacterized
RHO5,YNL180C,14,299656,300651,995,-,Verified
YNL179C,YNL179C,14,300668,301105,437,-,Dubious
RPS3,YNL178W,14,302682,303404,722,+,Verified
MRPL22,YNL177C,14,303688,304617,929,-,Verified
YNL176C,YNL176C,14,305072,306982,1910,-,Uncharacterized
NOP13,YNL175C,14,307403,308614,1211,-,Verified
YNL174W,YNL174W,14,308076,308648,572,+,Dubious
MDG1,YNL173C,14,308959,310059,1100,-,Verified
APC1,YNL172W,14,310638,315884,5246,+,Verified
YNL171C,YNL171C,14,315631,315999,368,-,Dubious
YNL170W,YNL170W,14,315980,316375,395,+,Dubious
PSD1,YNL169C,14,316171,317673,1502,-,Verified
FMP41,YNL168C,14,318032,318811,779,-,Uncharacterized
SKO1,YNL167C,14,319418,321361,1943,-,Verified
BNI5,YNL166C,14,322221,323567,1346,-,Verified
YNL165W,YNL165W,14,323834,325054,1220,+,Uncharacterized
IBD2,YNL164C,14,325267,326322,1055,-,Verified
RIA1,YNL163C,14,326743,330075,3332,-,Verified
YNL162W-A,YNL162W-A,14,330331,330549,218,+,Uncharacterized
RPL42A,YNL162W,14,331324,332156,832,+,Verified
CBK1,YNL161W,14,332599,334869,2270,+,Verified
YGP1,YNL160W,14,336547,337611,1064,+,Verified
ASI2,YNL159C,14,338480,339349,869,-,Verified
PGA1,YNL158W,14,339614,340210,596,+,Verified
IGO1,YNL157W,14,340354,340860,506,+,Uncharacterized
NSG2,YNL156C,14,341071,341970,899,-,Verified
YNL155W,YNL155W,14,342518,343342,824,+,Uncharacterized
YCK2,YNL154C,14,343638,345278,1640,-,Verified
GIM3,YNL153C,14,345671,346060,389,-,Verified
INN1,YNL152W,14,346315,347544,1229,+,Verified
RPC31,YNL151C,14,347768,348523,755,-,Verified
YNL150W,YNL150W,14,349253,349660,407,+,Dubious
PGA2,YNL149C,14,349369,349758,389,-,Uncharacterized
ALF1,YNL148C,14,349909,350673,764,-,Verified
LSM7,YNL147W,14,350942,351385,443,+,Verified
YNL146C-A,YNL146C-A,14,351388,351582,194,-,Uncharacterized
YNL146W,YNL146W,14,351717,352019,302,+,Uncharacterized
MFA2,YNL145W,14,352416,352532,116,+,Verified
YNL144C,YNL144C,14,352822,355044,2222,-,Uncharacterized
YNL144W-A,YNL144W-A,14,353063,353146,83,+,Dubious
YNL143C,YNL143C,14,356796,357188,392,-,Dubious
MEP2,YNL142W,14,357455,358954,1499,+,Verified
AAH1,YNL141W,14,359598,360641,1043,+,Verified
YNL140C,YNL140C,14,360919,361488,569,-,Dubious
THO2,YNL139C,14,360926,365719,4793,-,Verified
YSF3,YNL138W-A,14,366035,366414,379,+,Verified
SRV2,YNL138W,14,366743,368323,1580,+,Verified
NAM9,YNL137C,14,368597,370057,1460,-,Verified
EAF7,YNL136W,14,370370,371647,1277,+,Verified
FPR1,YNL135C,14,371884,372228,344,-,Verified
YNL134C,YNL134C,14,372453,373583,1130,-,Uncharacterized
FYV6,YNL133C,14,374173,374694,521,-,Verified
KRE33,YNL132W,14,375323,378493,3170,+,Verified
TOM22,YNL131W,14,378769,379227,458,+,Verified
CPT1,YNL130C,14,379560,380833,1273,-,Verified
YNL130C-A,YNL130C-A,14,381247,381393,146,-,Uncharacterized
NRK1,YNL129W,14,381482,382204,722,+,Verified
TEP1,YNL128W,14,382361,383665,1304,+,Verified
FAR11,YNL127W,14,383989,386850,2861,+,Verified
SPC98,YNL126W,14,387229,389769,2540,+,Verified
ESBP6,YNL125C,14,390148,392169,2021,-,Verified
NAF1,YNL124W,14,392894,394372,1478,+,Verified
NMA111,YNL123W,14,394687,397680,2993,+,Verified
YNL122C,YNL122C,14,398025,398372,347,-,Uncharacterized
TOM70,YNL121C,14,398686,400539,1853,-,Verified
YNL120C,YNL120C,14,401035,401520,485,-,Dubious
NCS2,YNL119W,14,401042,402523,1481,+,Uncharacterized
DCP2,YNL118C,14,402654,405566,2912,-,Verified
MLS1,YNL117W,14,406360,408024,1664,+,Verified
DMA2,YNL116W,14,408343,409911,1568,+,Verified
YNL115C,YNL115C,14,410121,412055,1934,-,Uncharacterized
YNL114C,YNL114C,14,412686,413057,371,-,Dubious
RPC19,YNL113W,14,412773,413201,428,+,Verified
DBP2,YNL112W,14,413641,416283,2642,+,Verified
CYB5,YNL111C,14,416942,417304,362,-,Verified
NOP15,YNL110C,14,417828,418490,662,-,Verified
YNL109W,YNL109W,14,418966,419511,545,+,Dubious
YNL108C,YNL108C,14,419016,419828,812,-,Uncharacterized
YAF9,YNL107W,14,420100,420780,680,+,Verified
INP52,YNL106C,14,420946,424497,3551,-,Verified
YNL105W,YNL105W,14,424157,424585,428,+,Dubious
LEU4,YNL104C,14,424897,426756,1859,-,Verified
YNL103W-A,YNL103W-A,14,426721,426810,89,+,Dubious
MET4,YNL103W,14,427737,429755,2018,+,Verified
POL1,YNL102W,14,430089,434495,4406,+,Verified
AVT4,YNL101W,14,435001,437142,2141,+,Verified
AIM37,YNL100W,14,437615,438319,704,+,Uncharacterized
OCA1,YNL099C,14,438569,439285,716,-,Verified
RAS2,YNL098C,14,439604,440572,968,-,Verified
YNL097C-B,YNL097C-B,14,440799,440921,122,-,Uncharacterized
PHO23,YNL097C,14,441368,442360,992,-,Verified
YNL097W-A,YNL097W-A,14,441433,441588,155,+,Dubious
RPS7B,YNL096C,14,443400,444317,917,-,Verified
YNL095C,YNL095C,14,444914,446842,1928,-,Uncharacterized
APP1,YNL094W,14,447613,449376,1763,+,Verified
YPT53,YNL093W,14,449870,450532,662,+,Verified
YNL092W,YNL092W,14,450873,452075,1202,+,Uncharacterized
NST1,YNL091W,14,452410,456132,3722,+,Verified
RHO2,YNL090W,14,456567,457145,578,+,Verified
YNL089C,YNL089C,14,456695,457171,476,-,Dubious
TOP2,YNL088W,14,457706,461992,4286,+,Verified
TCB2,YNL087W,14,462413,465949,3536,+,Verified
YNL086W,YNL086W,14,466336,466644,308,+,Uncharacterized
MKT1,YNL085W,14,467133,469625,2492,+,Verified
END3,YNL084C,14,470055,471104,1049,-,Verified
SAL1,YNL083W,14,471379,473016,1637,+,Verified
PMS1,YNL082W,14,473392,476013,2621,+,Verified
SWS2,YNL081C,14,476189,476620,431,-,Verified
EOS1,YNL080C,14,476933,478033,1100,-,Verified
TPM1,YNL079C,14,478567,479166,599,-,Verified
NIS1,YNL078W,14,479769,480992,1223,+,Verified
APJ1,YNL077W,14,481392,482978,1586,+,Verified
MKS1,YNL076W,14,483557,485311,1754,+,Verified
IMP4,YNL075W,14,485608,486480,872,+,Verified
MLF3,YNL074C,14,486767,488125,1358,-,Verified
MSK1,YNL073W,14,488387,490117,1730,+,Verified
RNH201,YNL072W,14,490318,491241,923,+,Verified
LAT1,YNL071W,14,491524,492972,1448,+,Verified
TOM7,YNL070W,14,493367,493549,182,+,Verified
RPL16B,YNL069C,14,493957,495002,1045,-,Verified
FKH2,YNL068C,14,495702,498290,2588,-,Verified
YNL067W-A,YNL067W-A,14,498539,498685,146,+,Dubious
YNL067W-B,YNL067W-B,14,499418,499558,140,+,Uncharacterized
RPL9B,YNL067W,14,499682,500257,575,+,Verified
SUN4,YNL066W,14,501158,502778,1620,+,Verified
AQR1,YNL065W,14,503725,505485,1760,+,Verified
YDJ1,YNL064C,14,505869,507098,1229,-,Verified
MTQ1,YNL063W,14,507759,508703,944,+,Verified
GCD10,YNL062C,14,508777,510213,1436,-,Verified
NOP2,YNL061W,14,510541,512397,1856,+,Verified
ARP5,YNL059C,14,512669,514936,2267,-,Verified
YNL058C,YNL058C,14,515764,516714,950,-,Uncharacterized
YNL057W,YNL057W,14,516404,516736,332,+,Dubious
OCA2,YNL056W,14,517250,517843,593,+,Verified
POR1,YNL055C,14,517995,518846,851,-,Verified
VAC7,YNL054W,14,526087,529584,3497,+,Verified
MSG5,YNL053W,14,529943,531412,1469,+,Verified
COX5A,YNL052W,14,531726,532187,461,+,Verified
COG5,YNL051W,14,532660,533871,1211,+,Verified
YNL050C,YNL050C,14,534080,534983,903,-,Uncharacterized
SFB2,YNL049C,14,535282,537912,2630,-,Verified
ALG11,YNL048W,14,538174,539820,1646,+,Verified
SLM2,YNL047C,14,539912,541882,1970,-,Verified
YNL046W,YNL046W,14,542305,542823,518,+,Uncharacterized
YNL045W,YNL045W,14,542964,544979,2015,+,Verified
YIP3,YNL044W,14,545269,545878,609,+,Verified
YNL043C,YNL043C,14,545590,545910,320,-,Dubious
YNL042W-B,YNL042W-B,14,547114,547371,257,+,Uncharacterized
BOP3,YNL042W,14,548101,549291,1190,+,Verified
COG6,YNL041C,14,549469,551988,2519,-,Verified
YNL040W,YNL040W,14,553381,554751,1370,+,Uncharacterized
BDP1,YNL039W,14,555049,556833,1784,+,Verified
GPI15,YNL038W,14,557021,557784,763,+,Verified
IDH1,YNL037C,14,557921,559003,1082,-,Verified
NCE103,YNL036W,14,559815,560480,665,+,Verified
YNL035C,YNL035C,14,568523,569692,1169,-,Uncharacterized
YNL034W,YNL034W,14,570478,572316,1838,+,Uncharacterized
YNL033W,YNL033W,14,573000,573854,854,+,Uncharacterized
SIW14,YNL032W,14,574507,575352,845,+,Verified
HHT2,YNL031C,14,575641,576051,410,-,Verified
HHF2,YNL030W,14,576728,577039,311,+,Verified
KTR5,YNL029C,14,577206,578774,1568,-,Verified
YNL028W,YNL028W,14,578680,578997,317,+,Dubious
CRZ1,YNL027W,14,579581,581617,2036,+,Verified
SAM50,YNL026W,14,581921,583375,1454,+,Verified
SSN8,YNL025C,14,584321,585292,971,-,Verified
YNL024C-A,YNL024C-A,14,586603,586821,218,-,Uncharacterized
YNL024C,YNL024C,14,587108,587848,740,-,Uncharacterized
FAP1,YNL023C,14,588264,591161,2897,-,Verified
YNL022C,YNL022C,14,591428,592900,1472,-,Uncharacterized
HDA1,YNL021W,14,593228,595348,2120,+,Verified
ARK1,YNL020C,14,595624,597540,1916,-,Verified
YNL019C,YNL019C,14,598377,599231,854,-,Uncharacterized
YNL018C,YNL018C,14,599937,601775,1838,-,Uncharacterized
YNL017C,YNL017C,14,602139,602477,338,-,Dubious
PUB1,YNL016W,14,602908,604269,1361,+,Verified
PBI2,YNL015W,14,605385,605612,227,+,Verified
HEF3,YNL014W,14,606320,609454,3134,+,Verified
YNL013C,YNL013C,14,609134,609511,377,-,Dubious
SPO1,YNL012W,14,609687,611666,1979,+,Verified
YNL011C,YNL011C,14,611837,613171,1334,-,Uncharacterized
YNL010W,YNL010W,14,613636,614361,725,+,Uncharacterized
IDP3,YNL009W,14,614822,616084,1262,+,Verified
ASI3,YNL008C,14,616212,618221,2009,-,Verified
SIS1,YNL007C,14,618509,619567,1058,-,Verified
LST8,YNL006W,14,620069,620980,911,+,Verified
MRP7,YNL005C,14,621315,622430,1115,-,Verified
HRB1,YNL004W,14,622917,624623,1706,+,Verified
PET8,YNL003C,14,624977,625831,854,-,Verified
RLP7,YNL002C,14,626176,627144,968,-,Verified
DOM34,YNL001W,14,627458,628618,1160,+,Verified
CIT1,YNR001C,14,629624,631063,1439,-,Verified
YNR001W-A,YNR001W-A,14,631265,631483,218,+,Dubious
ATO2,YNR002C,14,633010,633858,848,-,Verified
RPC34,YNR003C,14,634346,635299,953,-,Verified
YNR003W-A,YNR003W-A,14,634422,634520,98,+,Dubious
YNR004W,YNR004W,14,635945,636385,440,+,Uncharacterized
YNR005C,YNR005C,14,636933,637337,404,-,Dubious
VPS27,YNR006W,14,636988,638856,1868,+,Verified
ATG3,YNR007C,14,639184,640116,932,-,Verified
LRO1,YNR008W,14,640398,642383,1985,+,Verified
NRM1,YNR009W,14,642692,643441,749,+,Verified
CSE2,YNR010W,14,643746,644195,449,+,Verified
PRP2,YNR011C,14,644322,646952,2630,-,Verified
URK1,YNR012W,14,647434,648939,1505,+,Verified
PHO91,YNR013C,14,649030,651714,2684,-,Verified
YNR014W,YNR014W,14,652467,653105,638,+,Uncharacterized
SMM1,YNR015W,14,653389,654543,1154,+,Verified
ACC1,YNR016C,14,654675,661376,6701,-,Verified
TIM23,YNR017W,14,662915,663583,668,+,Verified
AIM38,YNR018W,14,664272,664946,674,+,Uncharacterized
ARE2,YNR019W,14,665341,667269,1928,+,Verified
ATP23,YNR020C,14,667412,668224,812,-,Verified
YNR021W,YNR021W,14,668379,669593,1214,+,Uncharacterized
MRPL50,YNR022C,14,669776,670195,419,-,Verified
SNF12,YNR023W,14,670420,672120,1700,+,Verified
YNR024W,YNR024W,14,672411,672971,560,+,Verified
YNR025C,YNR025C,14,672704,673063,359,-,Dubious
SEC12,YNR026C,14,673276,674691,1415,-,Verified
BUD17,YNR027W,14,674925,675878,953,+,Verified
CPR8,YNR028W,14,676179,677105,926,+,Verified
YNR029C,YNR029C,14,677201,678490,1289,-,Uncharacterized
ALG12,YNR030W,14,678801,680456,1655,+,Verified
SSK2,YNR031C,14,680696,685435,4739,-,Verified
PPG1,YNR032W,14,686012,687118,1106,+,Verified
HUB1,YNR032C-A,14,687245,687466,221,-,Verified
ABZ1,YNR033W,14,687637,690000,2363,+,Verified
SOL1,YNR034W,14,690323,691288,965,+,Verified
YNR034W-A,YNR034W-A,14,692563,692859,296,+,Uncharacterized
ARC35,YNR035C,14,693021,694049,1028,-,Verified
YNR036C,YNR036C,14,694363,694824,461,-,Verified
RSM19,YNR037C,14,695054,695329,275,-,Verified
DBP6,YNR038W,14,695597,697486,1889,+,Verified
ZRG17,YNR039C,14,697616,699433,1817,-,Verified
YNR040W,YNR040W,14,699692,700462,770,+,Uncharacterized
COQ2,YNR041C,14,700543,701661,1118,-,Verified
YNR042W,YNR042W,14,701240,701668,428,+,Dubious
